This file was created by CMPT_IND_RETS using the 202402 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Cnsmr,Manuf,HiTec,Hlth ,Other
195510,    114.62,    221.82,    384.58,    103.47,     82.28
195511,    110.85,    216.83,    372.10,    104.16,     80.04
195512,    117.75,    231.62,    393.49,    109.84,     85.81
195601,    115.92,    237.39,    401.79,    116.35,     84.84
195602,    110.80,    231.36,    393.90,    108.58,     82.36
195603,    113.81,    240.04,    406.59,    117.02,     84.65
195604,    116.24,    259.62,    428.84,    125.23,     89.18
195605,    113.81,    263.04,    427.40,    128.50,     89.84
195606,    108.19,    247.50,    412.05,    126.40,     85.27
195607,    116.17,    256.58,    439.40,    133.25,     88.06
195608,    120.66,    271.51,    457.44,    137.18,     90.34
195609,    118.97,    260.60,    444.61,    132.39,     87.14
195610,    115.74,    246.40,    418.98,    127.21,     82.97
195611,    115.85,    248.08,    423.74,    127.75,     83.69
195612,    112.16,    249.61,    427.42,    125.03,     83.14
195701,    112.70,    261.25,    439.16,    131.95,     84.26
195702,    109.40,    250.07,    430.86,    128.82,     83.58
195703,    106.73,    243.11,    429.63,    127.81,     80.97
195704,    108.12,    248.35,    439.83,    137.97,     82.44
195705,    113.25,    260.06,    460.85,    145.24,     84.91
195706,    114.34,    271.39,    477.26,    151.46,     85.52
195707,    113.37,    269.59,    452.08,    163.80,     83.28
195708,    116.68,    271.11,    461.04,    167.85,     84.06
195709,    112.60,    255.18,    440.96,    162.07,     79.23
195710,    108.72,    238.08,    423.19,    156.90,     73.66
195711,    104.89,    226.90,    421.13,    155.54,     68.43
195712,    102.71,    233.16,    438.37,    167.68,     68.13
195801,     98.47,    223.58,    428.93,    165.87,     64.63
195802,    104.98,    232.85,    446.63,    165.08,     71.60
195803,    105.09,    226.97,    443.16,    172.52,     70.32
195804,    108.63,    234.62,    448.36,    186.23,     71.74
195805,    113.22,    242.12,    453.43,    198.12,     74.83
195806,    116.95,    246.21,    460.85,    200.30,     77.23
195807,    122.60,    253.65,    450.96,    201.85,     77.22
195808,    128.81,    265.36,    462.11,    213.63,     80.44
195809,    130.84,    269.00,    471.78,    217.15,     82.61
195810,    139.26,    279.46,    495.19,    242.23,     86.87
195811,    142.02,    286.57,    510.89,    244.55,     89.94
195812,    146.40,    293.11,    527.36,    262.76,     93.67
195901,    151.08,    304.72,    593.54,    273.91,     96.13
195902,    154.29,    306.77,    595.61,    272.12,     98.02
195903,    155.11,    305.71,    630.42,    281.72,    100.22
195904,    153.55,    308.00,    634.00,    293.38,    100.26
195905,    161.41,    315.43,    677.12,    327.99,    102.11
195906,    165.70,    319.56,    692.52,    323.64,    102.92
195907,    169.77,    320.79,    651.99,    348.12,    100.90
195908,    178.45,    333.39,    655.28,    364.37,    101.57
195909,    179.37,    326.30,    646.78,    350.51,     98.85
195910,    173.29,    308.27,    632.55,    332.63,     94.45
195911,    174.69,    312.14,    653.92,    340.10,     94.56
195912,    175.15,    314.08,    693.12,    357.78,     93.10
196001,    180.43,    321.89,    724.32,    350.70,     94.62
196002,    167.22,    298.70,    684.58,    328.22,     90.76
196003,    168.66,    296.85,    728.92,    328.33,     90.33
196004,    165.25,    291.15,    732.53,    332.88,     88.38
196005,    164.84,    283.77,    741.06,    338.23,     87.27
196006,    168.57,    286.70,    791.26,    383.70,     86.96
196007,    172.00,    290.84,    736.80,    374.20,     91.08
196008,    169.97,    283.46,    718.73,    359.46,     89.63
196009,    175.28,    290.22,    743.97,    367.40,     91.85
196010,    166.94,    275.11,    684.81,    334.88,     86.82
196011,    167.65,    274.69,    672.70,    322.90,     86.38
196012,    175.49,    284.36,    710.22,    334.53,     91.57
196101,    180.32,    298.16,    757.93,    369.18,     95.01
196102,    192.23,    318.78,    797.20,    391.33,    102.80
196103,    201.39,    329.22,    810.72,    410.72,    108.14
196104,    211.08,    334.61,    847.34,    425.80,    111.68
196105,    208.86,    337.16,    852.66,    424.22,    112.20
196106,    214.72,    345.34,    860.16,    432.90,    116.98
196107,    209.69,    331.28,    802.07,    411.58,    112.60
196108,    217.97,    339.85,    834.03,    425.68,    115.17
196109,    225.03,    345.41,    850.90,    441.11,    120.74
196110,    228.45,    333.10,    839.75,    435.24,    118.28
196111,    237.32,    341.39,    864.76,    450.78,    121.30
196112,    251.34,    351.88,    917.96,    463.38,    125.93
196201,    250.34,    352.17,    927.73,    453.68,    123.20
196202,    238.52,    343.89,    876.71,    431.45,    121.30
196203,    237.50,    351.69,    890.46,    446.69,    122.85
196204,    237.08,    352.75,    877.43,    448.02,    120.96
196205,    224.20,    333.20,    807.20,    396.94,    112.27
196206,    204.22,    305.89,    737.82,    353.09,    102.95
196207,    184.51,    272.87,    609.11,    312.24,     96.38
196208,    195.24,    287.93,    665.11,    336.17,    101.75
196209,    199.68,    293.56,    678.42,    308.54,    105.17
196210,    190.15,    281.61,    626.69,    295.47,     98.85
196211,    189.27,    282.28,    635.08,    302.34,     99.21
196212,    205.58,    312.32,    700.04,    354.01,    113.27
196301,    209.07,    317.00,    701.88,    356.42,    115.07
196302,    221.43,    332.07,    736.10,    376.21,    120.95
196303,    215.69,    324.04,    710.25,    365.42,    119.89
196304,    224.27,    336.40,    725.61,    369.24,    123.90
196305,    235.47,    352.11,    769.98,    396.86,    131.84
196306,    244.37,    354.60,    787.88,    394.80,    136.00
196307,    148.55,    236.38,    398.92,    318.47,     78.07
196308,    148.01,    236.80,    397.24,    319.97,     77.52
196309,    156.79,    248.51,    413.58,    349.45,     81.44
196310,    156.14,    243.71,    420.89,    334.86,     79.18
196311,    165.57,    245.68,    443.19,    345.88,     80.27
196312,    159.62,    244.81,    451.79,    338.74,     80.25
196401,    161.77,    252.85,    456.28,    343.34,     82.11
196402,    163.80,    260.57,    470.69,    355.87,     82.99
196403,    166.39,    264.83,    471.41,    360.58,     87.30
196404,    169.71,    270.41,    477.67,    353.09,     89.54
196405,    172.71,    272.93,    475.98,    347.79,     89.92
196406,    175.60,    277.15,    477.89,    348.49,     91.69
196407,    168.69,    271.89,    461.25,    359.61,     91.26
196408,    174.14,    279.16,    452.30,    376.45,     92.05
196409,    175.05,    276.08,    441.04,    359.31,     89.11
196410,    180.89,    286.27,    439.69,    368.72,     92.25
196411,    181.94,    290.39,    435.55,    378.99,     93.91
196412,    181.88,    292.11,    432.43,    385.53,     92.00
196501,    183.57,    292.32,    442.32,    401.60,     90.36
196502,    192.45,    302.77,    456.02,    432.06,     94.59
196503,    192.94,    302.90,    468.33,    441.17,     97.50
196504,    193.55,    298.52,    462.24,    436.59,     96.88
196505,    205.40,    305.98,    478.40,    449.17,     99.87
196506,    200.83,    304.40,    484.66,    442.18,     98.30
196507,    181.20,    279.23,    433.73,    416.56,     91.37
196508,    183.49,    284.29,    441.67,    432.63,     94.56
196509,    190.01,    290.86,    456.49,    458.43,     99.30
196510,    197.48,    301.36,    469.23,    468.32,    101.10
196511,    204.85,    310.30,    474.23,    483.02,    103.87
196512,    201.56,    311.36,    469.71,    499.01,    107.69
196601,    204.79,    316.32,    466.15,    529.68,    111.70
196602,    204.99,    321.71,    466.01,    543.53,    118.02
196603,    201.82,    313.57,    476.30,    533.51,    120.10
196604,    196.92,    308.91,    461.98,    524.40,    116.75
196605,    200.07,    317.62,    485.37,    523.90,    120.43
196606,    187.58,    302.43,    460.51,    494.64,    110.91
196607,    175.74,    290.16,    440.84,    497.65,    111.56
196608,    172.01,    287.92,    436.77,    488.79,    110.23
196609,    158.90,    264.01,    411.36,    447.32,     96.93
196610,    156.64,    264.86,    405.54,    441.84,     95.05
196611,    159.27,    280.62,    423.92,    463.01,     98.21
196612,    157.66,    281.28,    440.92,    492.32,    106.34
196701,    154.39,    283.71,    447.46,    491.35,    108.95
196702,    171.38,    304.43,    484.74,    522.47,    122.07
196703,    172.56,    304.53,    508.14,    527.82,    121.25
196704,    179.07,    317.61,    534.17,    568.91,    127.00
196705,    195.26,    327.38,    561.48,    593.89,    129.36
196706,    184.74,    315.32,    531.39,    560.48,    126.80
196707,    184.42,    310.28,    529.22,    586.44,    132.73
196708,    199.91,    326.96,    527.14,    608.32,    143.76
196709,    198.91,    325.40,    521.16,    610.20,    142.53
196710,    207.04,    334.43,    557.56,    627.54,    142.33
196711,    202.07,    322.52,    570.48,    595.61,    135.16
196712,    201.22,    325.73,    576.48,    616.29,    133.73
196801,    206.18,    342.91,    589.79,    634.43,    141.25
196802,    202.07,    330.48,    563.73,    592.27,    137.29
196803,    197.67,    318.38,    539.78,    565.21,    132.29
196804,    200.34,    317.46,    551.23,    565.21,    132.57
196805,    224.42,    343.16,    599.52,    631.98,    148.28
196806,    230.77,    352.41,    612.71,    651.09,    157.76
196807,    224.84,    350.36,    553.42,    625.43,    165.12
196808,    216.17,    348.44,    532.42,    599.42,    158.97
196809,    219.80,    354.71,    536.47,    601.09,    158.52
196810,    234.65,    368.57,    554.07,    606.01,    173.05
196811,    240.73,    373.98,    544.46,    605.38,    175.05
196812,    246.38,    398.59,    582.99,    652.35,    188.64
196901,    240.11,    387.36,    548.48,    644.73,    182.51
196902,    236.99,    387.96,    536.58,    642.85,    183.64
196903,    225.35,    364.36,    517.41,    607.74,    168.88
196904,    234.37,    376.25,    537.88,    627.39,    170.34
196905,    238.87,    379.35,    567.68,    658.00,    171.12
196906,    239.68,    379.61,    561.16,    667.04,    169.16
196907,    211.78,    343.69,    507.14,    595.72,    179.33
196908,    195.99,    321.76,    484.92,    579.00,    163.09
196909,    205.40,    333.33,    507.20,    630.89,    176.99
196910,    204.76,    317.27,    502.74,    643.55,    175.38
196911,    217.30,    332.46,    529.88,    700.85,    189.61
196912,    209.43,    317.86,    527.14,    701.13,    178.56
197001,    203.77,    312.30,    514.35,    730.42,    171.46
197002,    191.19,    287.10,    478.35,    678.05,    156.15
197003,    200.12,    301.93,    497.76,    713.84,    170.70
197004,    201.69,    302.71,    497.03,    677.02,    167.97
197005,    182.01,    276.77,    435.47,    608.34,    144.79
197006,    168.22,    262.86,    401.40,    558.94,    132.92
197007,    152.91,    246.29,    356.20,    525.38,    120.18
197008,    166.77,    265.75,    376.37,    536.43,    130.11
197009,    174.39,    277.86,    400.96,    544.27,    136.63
197010,    182.95,    286.33,    423.98,    587.35,    146.63
197011,    181.33,    283.15,    409.93,    591.34,    138.06
197012,    191.98,    297.96,    429.40,    606.97,    143.26
197101,    204.92,    315.86,    451.51,    640.77,    154.98
197102,    216.58,    327.42,    483.08,    672.24,    167.25
197103,    223.08,    331.34,    481.32,    679.39,    171.43
197104,    234.00,    343.05,    511.37,    703.77,    181.20
197105,    246.47,    354.02,    527.21,    733.12,    189.98
197106,    238.31,    341.49,    498.27,    715.75,    177.95
197107,    231.55,    341.82,    478.91,    717.02,    169.36
197108,    222.83,    329.31,    445.74,    700.70,    162.97
197109,    236.80,    335.99,    462.67,    721.35,    173.93
197110,    236.85,    332.48,    457.82,    725.67,    172.81
197111,    226.56,    318.44,    441.89,    707.07,    165.35
197112,    225.81,    314.97,    446.63,    709.33,    164.24
197201,    245.81,    345.40,    492.62,    764.77,    177.28
197202,    250.67,    350.82,    521.72,    784.02,    183.36
197203,    259.60,    360.26,    528.34,    838.02,    187.75
197204,    265.06,    359.66,    533.61,    841.43,    192.58
197205,    265.55,    361.93,    534.70,    850.37,    196.23
197206,    265.71,    367.78,    550.04,    877.95,    195.76
197207,    248.71,    357.12,    532.11,    790.93,    185.93
197208,    244.45,    356.88,    536.90,    815.22,    181.10
197209,    246.52,    375.19,    552.84,    822.05,    187.25
197210,    243.62,    372.34,    554.79,    818.11,    183.97
197211,    242.11,    381.67,    550.80,    830.16,    186.40
197212,    257.97,    400.24,    569.65,    823.58,    195.53
197301,    262.69,    402.66,    582.02,    854.02,    194.04
197302,    249.70,    397.53,    587.41,    843.57,    179.74
197303,    235.22,    381.58,    563.73,    835.64,    169.10
197304,    228.17,    382.83,    561.87,    841.83,    168.57
197305,    214.32,    373.09,    542.51,    795.02,    155.93
197306,    207.57,    365.09,    530.78,    801.88,    147.90
197307,    122.99,    251.50,    258.05,    426.98,     74.27
197308,    134.55,    260.78,    267.75,    456.14,     81.76
197309,    129.41,    254.28,    257.65,    432.88,     80.11
197310,    138.97,    270.79,    261.30,    436.23,     86.21
197311,    135.43,    276.12,    267.18,    444.05,     86.48
197312,    113.68,    244.20,    239.77,    417.88,     75.58
197401,    111.64,    254.38,    237.25,    404.80,     77.69
197402,    117.28,    249.92,    242.44,    394.27,     78.67
197403,    116.79,    247.62,    246.99,    388.31,     79.70
197404,    115.07,    243.22,    239.78,    395.82,     76.81
197405,    112.06,    232.45,    231.18,    395.85,     72.18
197406,    111.79,    221.49,    223.35,    394.12,     66.32
197407,    110.92,    217.09,    218.54,    376.02,     64.16
197408,     98.57,    208.25,    203.70,    325.07,     60.08
197409,     88.91,    187.13,    197.09,    297.45,     53.71
197410,     78.19,    168.76,    175.05,    251.11,     48.54
197411,     86.43,    197.51,    198.88,    325.16,     58.49
197412,     81.91,    188.26,    189.89,    319.88,     56.97
197501,     80.18,    184.15,    185.66,    316.15,     54.50
197502,     97.53,    206.72,    211.61,    316.02,     64.24
197503,    101.76,    216.17,    231.37,    365.32,     66.02
197504,    110.05,    220.35,    231.45,    369.67,     68.75
197505,    113.41,    235.73,    238.81,    371.86,     70.94
197506,    118.23,    249.77,    251.43,    404.30,     75.03
197507,    129.55,    264.97,    263.25,    383.32,     80.03
197508,    123.20,    251.29,    244.75,    337.00,     75.11
197509,    119.91,    247.79,    235.27,    326.35,     71.09
197510,    116.47,    238.39,    232.40,    309.38,     66.58
197511,    128.37,    246.45,    251.05,    342.09,     69.16
197512,    133.51,    249.24,    261.99,    363.69,     71.61
197601,    131.38,    248.74,    259.91,    340.28,     71.32
197602,    146.86,    281.02,    298.67,    366.47,     80.47
197603,    150.58,    278.18,    303.12,    341.05,     82.90
197604,    154.65,    286.01,    311.95,    365.73,     84.47
197605,    152.34,    286.96,    307.79,    349.86,     83.30
197606,    146.49,    287.99,    303.62,    338.53,     81.63
197607,    144.72,    290.79,    313.35,    335.43,     83.12
197608,    144.75,    289.50,    310.29,    334.03,     83.18
197609,    144.68,    286.19,    312.90,    339.49,     82.20
197610,    147.70,    295.74,    319.91,    351.72,     82.80
197611,    145.85,    288.12,    313.87,    340.60,     82.37
197612,    147.31,    289.37,    320.16,    313.83,     82.70
197701,    156.20,    307.03,    334.38,    335.58,     89.60
197702,    148.52,    297.35,    328.05,    307.82,     85.87
197703,    145.12,    290.73,    325.07,    308.01,     84.17
197704,    141.44,    288.64,    323.88,    304.33,     83.89
197705,    141.96,    294.40,    318.61,    292.49,     85.63
197706,    139.69,    289.60,    314.65,    287.11,     84.45
197707,    145.95,    300.99,    310.06,    285.51,     85.86
197708,    146.32,    294.87,    310.74,    281.04,     85.71
197709,    147.50,    284.03,    307.26,    289.90,     84.75
197710,    148.53,    285.21,    309.05,    288.79,     84.04
197711,    143.03,    273.68,    298.04,    285.34,     80.18
197712,    148.00,    284.38,    309.12,    305.14,     85.07
197801,    147.66,    287.78,    319.27,    310.08,     85.71
197802,    138.84,    270.28,    305.54,    303.83,     81.33
197803,    138.32,    264.38,    301.65,    292.80,     80.99
197804,    144.50,    272.32,    305.30,    306.60,     85.12
197805,    158.01,    294.58,    333.91,    337.16,     93.21
197806,    160.83,    303.03,    334.89,    360.09,     95.59
197807,    157.25,    294.39,    324.32,    356.22,     92.15
197808,    164.50,    311.33,    344.40,    387.24,     98.29
197809,    171.43,    320.81,    360.04,    393.01,    104.64
197810,    170.16,    322.00,    352.44,    382.06,    103.42
197811,    149.55,    288.40,    323.75,    332.56,     88.46
197812,    151.25,    298.23,    337.15,    349.81,     90.67
197901,    151.97,    303.06,    350.46,    361.28,     91.59
197902,    159.22,    319.35,    365.38,    368.47,     96.81
197903,    152.06,    309.45,    354.90,    352.47,     93.51
197904,    160.50,    331.18,    374.49,    371.50,    101.02
197905,    162.13,    332.91,    372.79,    375.38,    102.45
197906,    159.30,    325.71,    366.18,    368.85,    102.13
197907,    161.86,    334.25,    341.17,    356.39,    105.93
197908,    165.32,    341.15,    338.39,    359.25,    109.44
197909,    176.54,    361.78,    350.28,    393.40,    115.41
197910,    174.37,    367.07,    343.55,    391.11,    114.38
197911,    159.88,    344.43,    323.08,    373.49,    102.73
197912,    163.29,    366.20,    341.58,    407.22,    109.81
198001,    169.17,    376.19,    344.53,    415.13,    114.19
198002,    177.08,    409.42,    359.54,    412.46,    119.71
198003,    166.92,    422.53,    346.14,    390.70,    115.87
198004,    152.23,    364.92,    314.53,    386.31,    101.24
198005,    157.14,    387.14,    326.01,    407.97,    107.36
198006,    168.08,    404.94,    341.86,    433.83,    115.91
198007,    169.07,    404.50,    319.81,    383.14,    116.40
198008,    185.04,    425.68,    354.97,    418.79,    125.13
198009,    187.16,    432.79,    369.68,    423.17,    128.46
198010,    188.84,    449.14,    372.41,    438.05,    133.02
198011,    187.25,    466.28,    375.36,    434.92,    133.92
198012,    192.53,    537.54,    388.25,    471.39,    144.44
198101,    193.16,    503.59,    388.15,    495.53,    144.35
198102,    194.60,    474.83,    372.31,    490.86,    139.50
198103,    201.05,    480.45,    374.26,    493.34,    141.51
198104,    218.67,    489.01,    388.78,    529.33,    151.75
198105,    222.87,    469.52,    396.41,    548.82,    152.70
198106,    229.76,    459.76,    414.52,    565.08,    156.17
198107,    215.41,    424.12,    330.96,    445.85,    143.99
198108,    210.60,    435.54,    322.20,    427.90,    138.85
198109,    197.90,    407.50,    303.23,    394.71,    129.21
198110,    192.67,    364.50,    299.20,    391.94,    121.93
198111,    200.93,    386.73,    316.99,    422.47,    130.78
198112,    205.98,    406.49,    320.69,    440.90,    137.24
198201,    202.89,    390.46,    320.14,    437.05,    131.54
198202,    202.80,    371.71,    327.22,    442.78,    127.46
198203,    198.93,    338.38,    307.72,    427.77,    122.23
198204,    205.90,    331.99,    304.42,    418.86,    118.30
198205,    219.38,    344.01,    312.03,    449.44,    123.09
198206,    212.97,    336.52,    296.75,    437.56,    114.18
198207,    212.69,    307.55,    258.74,    380.34,    110.81
198208,    212.52,    293.47,    263.06,    384.94,    107.68
198209,    236.44,    327.58,    293.14,    434.37,    120.34
198210,    244.08,    329.82,    297.94,    442.57,    125.81
198211,    280.17,    357.88,    340.58,    481.06,    146.02
198212,    301.35,    358.37,    370.56,    508.69,    156.74
198301,    303.88,    371.38,    376.86,    513.92,    154.51
198302,    309.09,    386.80,    413.42,    525.96,    159.04
198303,    325.47,    391.48,    421.32,    547.89,    166.22
198304,    343.04,    404.31,    424.50,    579.31,    174.25
198305,    372.59,    432.34,    458.80,    608.30,    189.66
198306,    370.35,    439.68,    468.28,    592.07,    194.95
198307,    365.83,    440.78,    431.85,    529.00,    196.24
198308,    355.13,    436.15,    410.34,    503.44,    189.74
198309,    348.01,    447.11,    410.00,    495.89,    188.34
198310,    360.23,    449.67,    418.74,    501.98,    191.54
198311,    358.55,    444.47,    392.55,    490.55,    184.34
198312,    372.28,    454.23,    403.10,    475.51,    190.09
198401,    368.60,    453.86,    401.51,    461.15,    188.47
198402,    357.37,    455.12,    388.53,    462.21,    185.92
198403,    337.26,    443.15,    367.35,    450.63,    177.08
198404,    341.86,    451.02,    365.34,    446.89,    181.69
198405,    346.57,    456.53,    366.75,    462.93,    178.68
198406,    332.35,    424.18,    349.63,    430.34,    167.42
198407,    301.34,    400.48,    255.23,    313.19,    170.81
198408,    302.35,    387.51,    252.83,    301.82,    166.49
198409,    332.93,    434.47,    284.69,    333.74,    185.87
198410,    335.16,    433.74,    277.46,    322.18,    190.89
198411,    338.14,    432.53,    275.08,    328.23,    193.10
198412,    331.16,    431.16,    267.60,    329.21,    192.78
198501,    339.03,    438.81,    277.01,    341.53,    201.17
198502,    371.34,    468.61,    308.48,    369.91,    221.55
198503,    378.91,    478.00,    308.61,    385.40,    226.37
198504,    381.62,    480.09,    300.70,    398.37,    226.46
198505,    379.13,    483.91,    294.77,    390.93,    231.30
198506,    411.20,    490.93,    309.34,    432.65,    246.63
198507,    381.05,    462.09,    286.79,    378.82,    251.58
198508,    375.93,    466.00,    293.96,    377.61,    252.80
198509,    364.01,    465.72,    288.04,    375.19,    252.70
198510,    356.45,    451.50,    276.85,    352.09,    240.44
198511,    369.15,    475.14,    287.74,    349.09,    257.24
198512,    404.80,    494.10,    312.27,    386.49,    276.89
198601,    428.36,    510.19,    334.18,    404.93,    291.29
198602,    438.95,    510.23,    330.90,    411.97,    302.27
198603,    483.06,    547.92,    352.38,    439.94,    328.12
198604,    527.68,    573.45,    357.24,    498.56,    344.26
198605,    526.11,    567.92,    370.68,    508.61,    338.06
198606,    568.45,    598.27,    375.27,    548.72,    355.24
198607,    490.70,    548.61,    344.28,    479.67,    357.09
198608,    452.58,    532.18,    322.04,    456.27,    335.42
198609,    470.69,    581.37,    342.08,    475.91,    359.54
198610,    427.87,    546.96,    317.38,    420.60,    328.49
198611,    462.10,    578.08,    326.55,    461.47,    343.90
198612,    473.62,    597.24,    342.39,    467.15,    344.44
198701,    457.63,    586.40,    331.05,    468.81,    337.00
198702,    525.05,    663.71,    374.19,    527.11,    374.25
198703,    560.96,    672.60,    400.21,    591.85,    392.63
198704,    577.27,    702.07,    409.15,    592.14,    390.34
198705,    570.72,    690.16,    421.01,    577.36,    375.00
198706,    577.59,    688.17,    426.71,    584.58,    375.53
198707,    554.36,    674.62,    407.58,    495.70,    316.37
198708,    589.93,    705.97,    419.90,    525.22,    326.66
198709,    613.31,    728.07,    450.81,    536.92,    340.31
198710,    591.09,    723.26,    447.98,    520.11,    336.57
198711,    447.70,    572.92,    353.09,    419.42,    257.59
198712,    411.78,    538.07,    321.38,    382.59,    240.55
198801,    446.49,    576.46,    350.73,    407.39,    253.48
198802,    467.72,    606.15,    361.03,    435.24,    271.35
198803,    504.73,    631.26,    380.55,    447.13,    280.90
198804,    499.58,    626.97,    365.46,    436.49,    277.71
198805,    515.71,    641.42,    375.62,    429.76,    277.58
198806,    511.92,    645.38,    377.42,    428.41,    280.72
198807,    438.41,    678.45,    429.68,    409.62,    249.70
198808,    437.62,    678.23,    420.17,    418.45,    249.86
198809,    429.52,    658.50,    397.07,    418.07,    248.97
198810,    459.56,    669.92,    416.91,    435.74,    259.54
198811,    482.00,    686.46,    424.58,    445.29,    259.83
198812,    464.82,    678.61,    421.39,    437.35,    252.54
198901,    472.94,    694.60,    437.48,    446.86,    254.49
198902,    505.06,    737.83,    475.76,    478.96,    273.22
198903,    497.96,    721.92,    467.92,    466.61,    272.97
198904,    516.25,    734.25,    466.36,    492.30,    283.54
198905,    523.35,    770.52,    503.62,    521.79,    297.22
198906,    550.72,    799.50,    528.87,    546.05,    311.34
198907,    512.65,    755.74,    482.34,    469.82,    299.78
198908,    566.25,    806.37,    514.65,    536.98,    326.69
198909,    577.33,    830.79,    524.96,    540.30,    340.54
198910,    568.77,    825.47,    531.14,    525.07,    346.18
198911,    552.29,    809.65,    519.32,    528.94,    329.55
198912,    559.20,    836.22,    522.19,    553.65,    331.34
199001,    556.09,    871.70,    538.68,    564.12,    326.15
199002,    518.21,    823.74,    495.90,    525.00,    297.68
199003,    525.85,    840.63,    506.52,    513.95,    306.54
199004,    554.16,    855.79,    532.29,    535.64,    306.69
199005,    548.07,    828.83,    520.59,    539.01,    298.58
199006,    607.34,    882.43,    584.66,    613.51,    328.66
199007,    575.50,    846.87,    543.30,    604.56,    308.20
199008,    564.86,    869.34,    512.21,    619.22,    299.11
199009,    509.19,    797.56,    455.66,    577.60,    264.51
199010,    479.00,    765.19,    447.27,    557.19,    238.65
199011,    479.84,    762.79,    450.35,    570.45,    223.76
199012,    515.40,    798.73,    481.25,    624.74,    248.07
199101,    535.03,    816.12,    494.95,    645.14,    261.06
199102,    574.33,    836.60,    531.50,    681.82,    281.38
199103,    630.76,    889.39,    554.70,    753.25,    309.71
199104,    673.55,    910.42,    567.13,    799.04,    321.22
199105,    679.43,    921.17,    562.72,    792.29,    327.76
199106,    727.57,    949.59,    570.61,    831.98,    345.16
199107,    675.21,    866.03,    535.75,    725.27,    315.18
199108,    712.71,    900.13,    556.68,    793.17,    331.59
199109,    742.47,    915.05,    561.55,    816.25,    343.46
199110,    721.88,    909.29,    562.15,    817.69,    342.05
199111,    717.98,    924.13,    576.53,    870.51,    351.40
199112,    709.14,    882.20,    553.79,    851.23,    335.06
199201,    806.48,    951.65,    608.75,    994.00,    376.24
199202,    807.51,    945.47,    623.78,    949.69,    385.17
199203,    834.27,    951.21,    635.38,    923.45,    399.72
199204,    829.30,    941.76,    616.20,    876.34,    391.02
199205,    835.37,    987.52,    637.80,    863.41,    396.12
199206,    847.63,   1001.83,    636.84,    879.05,    404.49
199207,    758.32,    951.52,    598.21,    694.38,    404.76
199208,    795.37,    998.91,    629.14,    737.02,    419.60
199209,    790.74,    983.78,    612.21,    713.89,    406.96
199210,    812.19,    996.75,    630.96,    687.23,    423.73
199211,    827.74,    993.60,    637.83,    709.87,    437.67
199212,    873.74,   1005.96,    672.61,    743.65,    467.48
199301,    880.50,   1025.30,    695.19,    733.85,    488.04
199302,    889.91,   1038.64,    717.33,    686.32,    506.77
199303,    877.97,   1074.81,    737.48,    625.12,    511.66
199304,    894.79,   1100.06,    758.83,    632.82,    532.32
199305,    829.05,   1105.15,    734.57,    645.46,    516.57
199306,    863.88,   1125.80,    783.40,    668.00,    526.52
199307,    780.35,   1081.23,    748.13,    574.24,    529.48
199308,    778.42,   1091.11,    742.21,    543.47,    542.28
199309,    806.51,   1128.55,    787.90,    556.28,    561.21
199310,    799.70,   1118.29,    792.17,    562.36,    572.68
199311,    842.72,   1130.63,    808.12,    597.02,    559.89
199312,    847.61,   1106.78,    788.42,    603.18,    547.78
199401,    855.44,   1132.91,    798.47,    617.41,    563.30
199402,    869.61,   1174.42,    829.86,    619.98,    590.78
199403,    865.29,   1146.97,    816.72,    585.42,    568.67
199404,    823.13,   1100.46,    789.66,    546.68,    546.67
199405,    828.80,   1120.31,    792.00,    563.66,    556.69
199406,    816.16,   1120.46,    808.55,    593.49,    576.01
199407,    699.31,    981.86,    701.03,    544.20,    507.60
199408,    712.76,   1029.09,    729.16,    550.69,    523.44
199409,    748.36,   1055.26,    765.91,    610.73,    540.09
199410,    734.03,   1034.96,    761.45,    627.11,    518.51
199411,    745.56,   1053.95,    795.41,    635.10,    520.10
199412,    723.10,   1010.72,    774.60,    641.03,    494.82
199501,    725.09,   1031.89,    791.79,    647.85,    503.79
199502,    726.94,   1046.76,    804.53,    689.79,    529.60
199503,    751.77,   1090.49,    847.36,    707.21,    556.46
199504,    778.21,   1123.10,    871.96,    724.83,    570.10
199505,    784.85,   1157.90,    922.00,    754.38,    582.92
199506,    820.58,   1205.33,    952.87,    765.44,    612.39
199507,    806.24,   1151.65,    961.67,    757.70,    574.49
199508,    830.89,   1180.65,   1033.16,    807.17,    602.81
199509,    826.64,   1177.24,   1052.56,    818.24,    624.57
199510,    863.35,   1212.35,   1083.03,    884.28,    653.63
199511,    843.46,   1200.92,   1090.93,    889.82,    641.82
199512,    890.18,   1252.84,   1105.31,    937.00,    678.77
199601,    901.14,   1295.35,   1096.08,    994.46,    685.95
199602,    920.87,   1332.01,   1106.87,   1054.91,    712.24
199603,    951.84,   1335.04,   1141.26,   1047.99,    731.10
199604,    975.34,   1378.75,   1105.01,   1054.90,    735.53
199605,   1002.26,   1404.93,   1191.90,   1053.70,    739.73
199606,   1059.44,   1427.39,   1224.36,   1097.69,    753.91
199607,    974.28,   1387.99,   1055.70,    979.00,    736.51
199608,    924.46,   1332.91,    977.47,    922.21,    707.46
199609,    953.13,   1368.34,   1003.88,    965.59,    734.60
