,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
200011,2.74,-11.53,-3.13,-2.53,-23.16,-15.46,-1.04,0.75,3.06,-6.02
200012,5.5,-0.18,6.95,7.69,-7.99,-4.57,5.66,3.51,6.6,7.13
200101,-2.2,13.4,-1.07,-3.37,16.03,14.38,6.43,-8.51,-10.77,0.07
200102,0.13,-1.16,-3.91,0.04,-26.05,-9.85,-5.36,-0.55,6.16,-4.3
200103,-4.78,-2.87,-6.1,-0.14,-13.86,-5.79,-2.88,-8.57,1.24,-4.51
200104,0.9,8.59,7.47,10.06,18.04,2.7,5.61,4.23,5.53,6.09
200105,3.39,-1.62,2.19,0.09,-3.21,-1.38,1.61,2.81,0.24,3.63
200106,-1.53,3.73,-4.63,-7.52,1.4,-3.11,-2.59,-3.07,-6.05,-0.08
200107,-0.17,3.18,0.52,-2.23,-7.53,-0.56,4.58,2.31,-3.83,-2.2
200108,2.47,-11.23,-1.99,-3.52,-12.65,-9.3,-6.98,-3.09,0.52,-5.35
200109,-2.98,-16.96,-12.8,-5.62,-18.98,-1.97,-9.52,-0.6,-6.58,-8
200110,1.26,1,3.88,4.73,15.73,-9.67,1.57,1.24,1.87,-0.97
200111,2.19,15.48,8.43,-4.07,15.89,5.8,9.82,5.03,-1.54,7.3
200112,1.92,-0.74,2.62,5.95,-0.64,2.54,4.33,-2.82,4.04,3.67
200201,1.46,2.94,1.54,-2.88,-0.5,-6.94,2.62,-2.41,-4.34,-1.68
200202,4.27,3.16,4.42,5.46,-13.09,-2.21,-0.15,-0.46,-0.37,-0.25
200203,4.03,6.86,4.97,7.67,6.47,0.12,2.09,0.54,10.28,5.18
200204,2.47,1.8,-1.44,-4.54,-11.77,-12.96,-1.63,-7.52,-0.41,-2.82
200205,1.25,-0.31,-0.28,-0.77,-3.74,3.2,-1.43,-2.27,-6.91,-0.52
200206,-5.85,-8.1,-3.06,-0.06,-12.13,-14.02,-5.1,-9.68,-5.8,-5.16
200207,-6.62,-12.18,-8.5,-11.83,-9.74,-11.79,-11.43,-2.57,-12.13,-6.38
200208,2.24,0.57,-1.27,0.63,-0.94,0.14,1.85,0.63,3.41,1.14
200209,-7.67,-10.93,-8.35,-8.11,-16.6,-9.63,-9.43,-5.88,-10.84,-10.6
200210,5.06,-3.09,3.79,3.18,19.4,22.11,5.74,5.67,-0.62,6.37
200211,-1.09,11.9,6.26,3.01,16.24,11.76,1.89,3.78,1.57,4.21
200212,-0.25,-7.17,-3.77,0.84,-12.91,-9.44,-6.97,-4.07,3.84,-4.79
200301,-3.94,-3.16,-4.09,-2.5,-1.5,-4,-4.77,-0.61,-3.27,-2.38
200302,-2.88,-4.99,-2.26,1.94,1.17,-6.61,-1.22,-1.96,-3.97,-2.7
200303,-2.59,-2.63,1.31,1.5,-0.95,-0.66,4.65,3.79,4.31,1.04
200304,4.39,14.96,6.38,-0.47,9.18,11.5,8.99,4.39,7.31,11.63
200305,9.51,2.86,4.65,8.64,9.8,6.29,3.49,3.94,10.12,5.23
200306,1.64,2.84,0.5,-0.96,0.35,1.91,3.44,4.15,0.74,0.91
200307,-1.68,6.6,4.98,-2.62,5.62,-1.93,3.29,0.48,-5.15,3.59
200308,0.3,7.85,4.13,6.18,6.07,1.16,6.74,-2.82,1.92,0.64
200309,1.13,-4.15,-3.75,-2.18,-0.91,-5.64,-4.54,0.29,3.85,0.26
200310,5.94,6.99,8.92,1.64,8.28,6.81,9.02,0.87,1.51,6.34
200311,3.61,3.08,2.07,0.65,1.85,-0.68,0.54,1.83,0.95,1.15
200312,3.44,12.27,6.73,13.6,2.16,7.64,-2.13,5.65,5.85,4.27
200401,0.06,-1.18,-0.64,0.23,4.51,1.4,0.45,3.09,1.91,2.9
200402,4.25,-0.08,1.97,4.53,-2.92,-0.49,6.09,0.9,2.11,2.13
200403,-0.09,-1.19,-0.3,0.02,-2.51,-2.06,0.29,-3.92,1.14,-0.64
200404,1.42,2.28,-0.14,2.66,-4.89,-0.48,-2.7,3.52,-3.56,-3.81
200405,-1.89,-1.65,1.64,0.58,4.82,-2.95,0.3,-0.41,1.25,1.73
200406,1.66,5.02,5.33,5.44,2.67,0.82,0.04,-0.5,2.03,1.32
200407,-5.98,-4.64,-4.05,3.32,-8.51,-1.02,-4.03,-5.92,1.06,-2.35
200408,0.77,-2.23,1.34,-1.39,-4.51,1.17,-1.2,1.64,3.66,1.88
200409,-2,2.3,1.92,8.84,3.47,1.41,2.61,-1.4,1.38,1.11
200410,2.83,-3,-1.43,0.64,5.15,3.46,3.06,-2.44,4.24,1.1
200411,4.6,7.27,7.22,6.57,5.76,3.61,3.67,0.68,4.89,4.72
200412,4.79,4.88,2.51,-2.31,3.1,4.29,3.5,5.66,2.49,4.43
200501,0.21,-7.02,-1.76,3.03,-6.35,-4.21,-1.07,-4.08,1.76,-2.18
200502,0.72,-0.25,4.1,19.41,0.04,-0.3,0.83,2.44,2.36,0.15
200503,-0.85,-8,-1.43,-3.44,-2.53,-0.18,0.04,-0.47,0.61,-2.37
200504,-0.95,-11.09,-4.68,-5.6,-4.47,-2,-5.29,3.95,2.13,-1.6
200505,2.34,8.84,2.91,2.07,8.2,1.54,6.43,1.48,1.66,3.24
200506,-1.68,2.1,-1.16,5.76,-1.64,0.14,2.43,-0.59,5.56,1.42
200507,2.61,5.41,5.83,6.14,6.16,3.09,5.82,3.72,2.98,2.42
200508,0.01,-2.87,-1.36,5.7,-0.36,-1.25,-5.62,-0.31,1.25,-1.68
200509,0.13,-5.15,0.84,7.26,0.65,-1.47,-1.8,-1.92,4.38,1.28
200510,-1.92,-4.38,-2.48,-10.16,-1.78,-2.98,1.56,-3.27,-6.85,1.36
200511,1.16,2.22,5.33,1.01,6.47,2.63,3.96,1.58,-0.22,4.93
200512,0.23,-0.64,1.44,0.49,-1.91,-1.66,-0.59,2.39,1.24,0.12
200601,0.11,5.85,5.18,12.54,4.08,3.82,2.01,2.17,3.03,1.59
200602,1.27,-0.45,1.03,-8.14,-0.99,3.33,1.41,1.07,0.22,0.97
200603,1.33,2.75,3.04,4,2.86,1.82,2.43,-0.96,-3.64,1.86
200604,1.17,0.34,4.06,4.67,-1.15,1.68,-1.58,-1.96,1.85,2.13
200605,1.68,0.68,-3.37,-3.46,-6.9,-0.22,-1.88,-2.18,1.5,-3.25
200606,0.3,1.77,-0.49,2.73,-1.44,2.96,0.29,-0.12,2.41,-0.37
200607,3.5,-3.01,-3.65,5.11,-3.79,2.42,-4.29,4.14,4.83,-0.9
200608,3.08,2.37,2.05,-3.29,7.42,2.28,2.22,2.33,2.28,1.72
200609,-0.62,4.28,1.89,-3.82,3.57,3.66,5.69,1.53,-2.11,3.23
200610,2.8,4.98,4.42,5.16,4.05,5.19,3.96,1.71,5.36,2.98
200611,1.41,1.78,3.54,8.6,3.01,0.63,-1.28,0.06,3.06,1.61
200612,2,-0.77,0.51,-1.93,-0.99,4.33,1.45,0.15,0.73,3.21
200701,1.52,2.85,3.17,-1.34,2,3,3.65,3.5,0.51,1.05
200702,-1.53,-0.48,0.77,-2.11,-2.34,-2.77,-0.59,-2.85,4.14,-2.28
200703,2.62,-1.04,1.61,5.88,0.86,2.32,0.75,-0.25,4.33,-0.24
200704,3.62,6.21,4.41,5.14,4.89,1.74,2.29,6.8,3.94,3.3
200705,2.89,3.19,4.78,7.13,3.93,7.31,2.36,1.14,1.2,3.18
200706,-1.06,1.87,-0.68,0.87,0.52,-1.8,-1.97,-3.4,-4.83,-2.74
200707,-4.19,-5.81,-0.01,-1.12,-1.06,-3.1,-5.35,-3.99,-3.72,-5.33
200708,1.83,-1.73,0.67,0.29,2.91,-0.86,1.52,2.27,1.84,1.17
200709,3.95,1.74,5.44,7.86,4.21,2.05,-0.63,3.53,3.54,2.66
200710,2.16,1,0.98,2.81,6.82,-2.17,1.18,1.54,6.83,0.2
200711,0.85,-9.02,-2.65,-4.36,-7.53,-6.43,-3.75,0.03,-0.72,-5.98
200712,-1.01,-2.19,1,7.68,1.49,-0.25,-2.67,-3.98,0.9,-3.47
200801,-5.2,-5.4,-7.43,-9.08,-12.37,-7.75,-0.49,-4.6,-6.93,-2.08
200802,-0.06,-5.97,0.74,6.87,-3.58,-3.88,-4.65,-0.93,-3.02,-7.87
200803,1.21,-4.13,-0.1,-2.94,0.66,-0.05,1.86,-1.77,0.81,-1.92
200804,-1.08,6.6,5.04,10.7,6.46,4.69,5.01,0.44,6.39,3.47
200805,3.32,1.36,3.3,4.23,5.68,4.73,1.18,1.63,3.58,-2.35
200806,-7.42,-19.56,-9.25,2.76,-8.83,-10.89,-8.08,-3.01,-0.4,-14.64
200807,2.25,-0.23,-0.28,-15.67,-0.53,-3.18,1.14,6.73,-7.13,4.3
200808,1.72,1.76,1.42,-0.03,2.39,4,5.38,1.8,-0.43,0.41
200809,-2.93,-9.19,-13.48,-12.1,-12.44,-12.61,-5.77,-5.96,-11.94,-6
200810,-13.02,-33.18,-20.75,-16.67,-18.33,-15.56,-15.13,-11.03,-11.12,-19.8
200811,-5.47,-10.3,-7.76,0.22,-10.9,-1.58,-7.69,-7.35,1.23,-12.4
200812,0.86,0.3,1.37,-2.42,2.17,3.46,4.88,6.74,-2.04,0.76
200901,-5.13,-13.78,-9.14,-3.53,-3.23,-10.28,-7.6,-2.21,-0.82,-17.81
200902,-7.65,-12.27,-13.49,-12.46,-5.06,-6.94,-3.06,-9.95,-12.59,-14.53
200903,6.42,11.95,7.61,3.95,11.5,7.51,9.95,7.06,2.79,13.01
200904,4.96,45.52,17.33,4.53,12.27,9.66,9.53,-0.9,2.09,16.17
200905,7.16,-3.65,5.49,10.37,3.03,1.05,-0.94,6.2,4.63,7.23
200906,0.65,4.31,-1.71,-4.75,4.55,1.65,-0.29,3.59,4.63,-2.02
200907,7.31,19.73,11.32,5.33,8.12,5.52,6.76,5.49,4.41,9.16
200908,0.74,2.45,2.97,0.79,2.27,0.73,3.7,2.21,0.25,7.7
200909,4.21,2.14,6.52,5.07,5.22,6.48,2.4,2.39,2.24,3.14
200910,-0.62,-0.63,-2.85,2.45,-1.52,-3.48,0.05,-3.72,-2.71,-5.38
200911,3.86,10.36,7.6,3.26,4.85,6.52,5.01,8.23,4.57,5.66
200912,2.64,5.69,2.88,-0.5,5.99,6.42,1.95,2.47,5.86,0.73
201001,-2.4,-0.43,-3.32,-4.84,-7.84,-6.72,-1.84,-0.02,-4.44,-0.54
201002,2.66,7.39,5.21,2.61,4.81,2.76,4.3,0.38,-0.42,3.64
201003,5.89,9.35,6.52,3.23,6.69,7.63,6.26,3.63,3.12,8.1
201004,-1.02,7.26,3.19,4.05,2.28,3.41,2.55,-2.18,2.85,1.83
201005,-5.73,-9.06,-8.42,-10.27,-7.78,-5.86,-5.36,-8.06,-6.29,-8.76
201006,-1.9,-10.67,-5.8,-6.36,-6.17,-3.84,-9.06,-1.67,-0.7,-6.52
201007,7.36,15.72,9.66,7.69,7.31,9.53,4.61,2.14,6.81,6.81
201008,-1.17,-9.67,-5.49,-3.43,-6.53,-1.99,-3.97,-1.66,0.37,-7.1
201009,6.14,13.52,10.09,9.21,12.56,7.87,12.15,9.01,3.65,8.51
201010,4.34,8.49,5.12,4.59,6.41,4.57,2.42,1.98,1.86,2.03
201011,-0.07,7.47,1.43,5.52,-0.74,-1.89,4.17,-3.34,-1.33,0.5
201012,4.35,8.61,7.01,9.41,5.99,6.58,3.23,5.44,3.22,9.23
201101,-2.37,0.3,2.98,6.93,3.93,0.07,-0.86,-0.72,2.2,2.1
201102,4.72,-1.78,3.42,7.63,2.42,7.4,2.26,3.32,2.43,2.94
201103,3.02,1.74,1.86,2.1,-1.45,1.68,1.1,2.29,0.92,-1.08
201104,4.61,2.22,2.96,1.59,3.14,3.3,4.51,6.34,4,1.06
201105,2.04,-3.54,-2.17,-4.52,-1.75,0.77,0.88,1.95,1.32,-2.64
201106,-1.08,-1.06,-0.61,-2.34,-2.46,-1.39,-0.89,-1.88,-0.34,-2.12
201107,-0.42,-8.93,-4.8,0.5,-0.52,-4.95,-0.64,-3.66,-0.33,-3.66
201108,-0.66,-12.08,-6.14,-10.02,-6.79,-5.06,-2.89,-3.16,0.17,-8.15
201109,-4.88,-14.1,-10.97,-12.31,-4.8,-5.77,-3.89,-3.95,-1.61,-11.1
201110,6.29,23.28,14.09,16.24,11.8,7.59,9.77,5.54,6.7,13.59
201111,1.44,-8.02,1.39,2.15,-2,0.3,1.06,1.3,1,-2.03
201112,1.89,-1.2,-0.78,-0.36,-1.42,3.13,0.9,3.51,2.93,1.46
201201,0.39,13.55,6.74,1.03,8.49,2.37,4.07,3.41,-2.71,7.23
201202,3.93,6.05,3.86,6.49,6.64,4.85,3.12,1.26,1.31,4.21
201203,3.88,0.94,0.68,-3.27,4.66,2.31,4.66,3.94,1.48,4.9
201204,0.81,-7.02,-0.72,-1.57,-2.11,1.75,0.96,0.61,1.73,-1.66
201205,-2.67,-8.16,-7.78,-10.56,-7.85,-0.81,-3.05,-3.25,-0.91,-7.73
201206,3.42,-5.56,1.25,5.78,2.91,7.05,2.17,6.83,3.4,4.89
201207,1.38,0.38,0.86,2.82,-0.11,4.14,1.24,1.63,3.62,-1.23
201208,0.12,4.15,3.26,2.37,4.8,0.97,2.75,0.98,-3.44,3.12
201209,0.89,3.57,1.66,3.82,1.24,4.86,1.95,4.69,2.11,3.79
201210,-1.71,5.88,-0.62,-1.88,-6.34,-2.4,-1.02,-1.91,1.09,0.91
201211,3.22,3.12,2.66,-1.5,1.46,0.07,1.46,1.5,-3.76,-0.37
201212,-2.28,7.31,2.76,1.33,0.36,1.15,-1.12,-0.53,0.08,3.67
201301,5.1,3.5,6.05,7.47,2.38,4.85,5.58,8.08,5.05,6.76
201302,3.19,0.01,1.28,0.68,0.67,2.29,0.85,1.32,2.2,1.41
201303,5.06,4.03,2.61,2.07,2.72,5.64,4.72,6.51,5.68,4.18
201304,3.78,3.65,0.75,-1.39,0.4,4.3,2.69,2.6,5.13,0.83
201305,-2.31,9.88,3.48,3.05,4.55,-1.8,2.23,1.62,-7.11,5.92
201306,0.11,-0.46,-1.99,-2.39,-2.92,2.09,-0.06,-1.37,0.82,-1.19
201307,2.86,9.01,6.15,5.18,5.7,3.42,5.9,8.08,4.58,5.69
201308,-3.93,-1.02,-1.84,-1.89,-0.2,-3.29,-4.23,-3.68,-4.42,-3.64
201309,1.95,6.47,5.2,1.97,3.83,4.28,4.51,4.16,1.04,3.83
201310,4.81,0.76,4.52,4.78,3.8,5.81,5.11,3.56,3.34,3.9
201311,1.29,1.88,2.87,0.85,3.58,0.09,3.68,4.49,-1.8,4.79
201312,2.45,1.24,3.11,3.05,3.99,3.97,0.28,0.62,1.79,3.1
201401,-5.75,-3.61,-4.19,-6.89,-1.39,-3.8,-6.45,1.88,2.49,-4.37
201402,3.43,8,5.39,5.66,5.14,2.56,5.35,6.48,3.08,3.49
201403,3.26,-1.13,0.37,2.44,-0.62,0.17,-0.58,-2.56,2.68,1.98
201404,1.54,0.33,0.9,5.67,-1.05,0.39,-0.95,-0.41,3.98,-1.97
201405,3.47,0.69,1.19,0.88,3.39,4.1,0.98,1.87,0,1.86
201406,1.16,4.45,1.37,4.12,2.88,1.54,1.29,2.9,5.41,2.45
201407,-4.34,-4.66,-4.13,-3.55,0.23,0.79,-2.25,-0.3,-6.4,-2.27
201408,5.56,5.19,4.81,2.31,4.24,0.32,5.01,5.54,5.31,4.12
201409,-0.1,-9.41,-2.54,-7.83,-1.35,-1.44,-1.44,-0.22,-3.37,-1.13
201410,2.67,3.72,2.38,-4.19,1.46,1.31,3.06,5.9,6.71,3.44
201411,4.74,4.73,2.25,-9.59,4.3,2.46,7.57,2.52,0.26,2.49
201412,-2.41,0.6,-0.11,0.54,-1.2,-2.04,1.6,-0.82,1.86,1.17
201501,-0.55,-4.36,-3.75,-4.31,-3.49,-4.47,-0.25,1.59,1.24,-6.36
201502,5.13,8.18,6.14,4.73,8.25,8.91,5.56,4.24,-4.35,7.21
201503,-2.44,-0.46,-2.06,-2.49,-2.47,-2.11,0.69,0.76,-0.32,-0.59
201504,0.85,-1.01,-0.71,6.67,1.44,3.6,-2.19,-1.42,0.28,0.62
201505,1.49,1.04,0.89,-5.1,1.99,0.33,0.94,4.91,-0.46,1.74
201506,-1.34,-1.65,-1.97,-3.77,-3.58,-0.52,-0.57,0.16,-5.29,0.03
201507,4.96,-2.09,-2.06,-8.93,2.38,1.55,4.91,3.49,2.65,1.82
201508,-4.11,-6.14,-5.62,-3.64,-5.79,-8.38,-5.37,-8.37,-4.06,-6.18
201509,-0.56,-3.3,-4.26,-5.74,-1.48,-2.49,-1.79,-6.95,-0.5,-3.06
201510,6.8,6.78,9.42,12.17,10.18,9.07,4.51,7.5,2.09,6.6
201511,-0.91,1.94,0.43,1.06,1.25,-2.02,0.91,0.57,-3.44,1.38
201512,0.78,-3.99,-2.58,-9.61,-2.63,-2.97,0.31,0.29,-2.36,-2.67
201601,0.17,-12.63,-5.72,-4.36,-6.12,0.34,-4.18,-10.13,4.67,-8.77
201602,0.59,4.09,3.35,-2.95,-0.86,0.95,0.07,-0.98,1.75,-0.43
201603,5,10.8,6.9,10.89,8.35,6.13,5.72,3.96,7.86,7.16
201604,0.3,1.52,2.32,9.17,-4.1,0.67,-0.64,4.95,-0.8,2.39
201605,0.73,-1.2,-0.52,-0.59,5.07,0.29,0.98,2.41,2.24,1.2
201606,4.73,-5.8,0.92,2.55,-1.77,3.57,0.88,-0.16,7.42,-3.07
201607,-0.06,8.81,4.07,-2.73,7.63,2.24,3.51,6.16,-0.26,3.75
201608,-0.61,0.19,1.48,1.61,1.8,-3.17,-1.42,-3.14,-3.77,3.3
201609,-2.48,-1.66,-0.09,2.83,2.3,0.48,-0.67,0.58,1.83,-1.1
201610,-0.18,-3.56,-2.58,-2.96,-1.14,-3.03,-3.97,-7.52,-0.67,0.74
201611,-3.87,7.49,6.29,9.57,0.62,6.55,4.39,2.4,-2.64,11.64
201612,3.46,4,0.5,1.97,0.95,4.88,-0.4,0.72,3.61,2.97
201701,1.69,2.94,3.35,-4.29,4.58,3.36,1.03,2.03,1.07,0.95
201702,3.75,0.62,4.16,-2.46,4.89,-0.03,2.82,7,3.98,3.68
201703,0.88,0.23,0.13,-1.19,2.09,0.92,0.81,0.04,0.37,-1.66
201704,0.51,1.85,1.86,-2.74,2.61,0.17,2.7,0.91,0.33,0.3
201705,3.23,-0.36,1.29,-3.36,4.23,-1.4,1.65,-0.26,2.43,-0.52
201706,-1.06,3.59,1.21,-0.15,-2.04,-2.45,-1.94,5.54,-1.91,4.41
201707,-0.13,-1.19,2.18,2.06,3.67,5.27,0.16,0.7,2.99,1.36
201708,-1.75,-0.02,0.34,-5.09,3.01,-2.47,-1.63,2.59,2.17,-0.64
201709,-0.4,5.29,4.22,10.93,0.68,-1.51,2.42,2.09,-1.95,4.57
201710,0.08,1.2,2.78,0.5,6.93,-5.55,2.78,-2.26,3.02,2.08
201711,4.07,-0.65,3.46,2.95,1.04,4.07,8.04,2.46,2.42,3.91
201712,2.01,-0.87,2.29,5.01,-0.16,4.48,2.44,-0.15,-4.98,1.41
201801,1.93,2.66,4.1,2.8,7.85,3.16,9.41,6.38,-2.81,5.78
201802,-6.22,-6.08,-4.04,-10.75,-0.09,-7.05,-4.64,-3.49,-4.54,-3.28
201803,-1.08,-5.74,-2.24,3,-3.17,-2.54,-2.52,-2.41,3.17,-2.63
201804,-3.98,-0.07,-3.42,10.05,-0.21,-2.28,3.93,-0.04,2.78,0.62
201805,-0.56,2.97,2.52,3.41,6.81,-0.83,0.87,2.37,0.22,1.34
201806,4.55,0.88,-1.01,0.53,-0.4,6.43,3.03,1.48,2.61,-0.97
201807,2.86,-1.63,5.25,1.09,2.45,2.71,3.22,5.92,1.69,3.81
201808,-1.15,-0.72,-0.35,-2.84,7.2,2.91,8.04,4.5,0.93,2.27
201809,0.72,-3.95,1.31,3.37,-0.14,1.77,0.6,2.08,-0.56,-1.45
201810,-0.24,-2.86,-9.92,-11.92,-8.77,-0.43,-8.78,-8.79,-0.07,-6.74
201811,0.48,5.33,4.64,-2.2,-1.53,2.53,2.47,6.42,3.28,2.81
201812,-11.29,-11.37,-8.74,-13.04,-8.14,-8.7,-9.06,-8.25,-4.76,-10.94
201901,7.29,10.54,9.72,10.33,9.29,5.44,8.2,5.32,5.42,9.8
201902,1.34,3.75,5.19,2.47,5.76,3.23,0.68,3.3,3.56,2.96
201903,3.66,-5.36,-0.85,2.02,3.78,0.45,3.43,0.5,3.33,-1.47
201904,3.13,3.33,4.05,0.22,5.85,6.02,4.63,-3.16,1,6.63
201905,-5.62,-12.43,-9.16,-11.83,-8.44,-3,-6.04,-3.4,-1.55,-6.17
201906,4.92,13.15,8.07,8.83,8.03,5.14,7.14,6.83,3.64,6.64
201907,1.75,1.03,0.94,-2.68,3.47,2.05,0.91,-2.18,-1.01,1.86
201908,-1.38,-4.76,-1.69,-8.74,-2.57,0.29,0.12,-0.64,3.44,-4.69
201909,1.87,3.69,3.85,3.68,1.17,1.23,0.86,-0.98,3.93,2.06
201910,0.07,7.15,0.08,-2.07,3.19,2.16,0.78,4.68,-1.39,3.11
201911,2.18,2.69,3.28,1.16,5.23,2.49,2.16,5.61,-2.14,5.07
201912,3.5,5.49,1.36,6.2,3.78,1.02,1.32,3.46,4.11,2.41
202001,-0.35,6.5,-2.74,-11.88,3.36,-2.1,1.02,-1.99,4.83,-1.45
202002,-8.67,-7.16,-8.6,-15.3,-6.92,-6.21,-6.83,-5.36,-9.85,-9.93
202003,-11.38,-22.8,-16.92,-34.47,-9.86,-13.32,-7.6,-5.09,-12.94,-19.35
202004,8.05,26.15,10.87,32.36,15.32,9.53,18.05,13.48,5.08,11.08
202005,3.26,7.35,5.8,0.52,7.97,4.79,4.33,4.15,4.6,4.08
202006,0.01,14.7,2.58,-0.4,5.9,-2.6,4.28,-1.45,-5,0.16
202007,5.86,19.07,4.57,-4.77,6.97,5.04,9.47,4.39,6.35,3.53
202008,4.45,41.97,6.18,-1.08,10.43,5.6,8.15,2.35,-2.24,6.9
202009,-2.07,-9.2,-0.16,-14.9,-5.2,-1.98,-3.86,-1.46,-0.32,-2.93
202010,-2.69,-3.38,-0.72,-4.5,-1.88,-3.85,-2.64,-4.4,4.47,-1.58
202011,10.02,34.48,13.94,28.49,10.8,14.48,8.32,9.86,2.68,15.87
202012,4.91,15.63,2.53,6.27,5.14,5.24,1.4,4.7,0.63,5.54
202101,-4.15,11.83,-2.35,4.67,0.59,-3.52,-0.16,3.43,-0.44,-2.82
202102,1.32,-8.3,5.54,23.36,1.57,4.24,-1.67,-1.28,-4.57,9.71
202103,7.27,0.69,7.73,2.25,0.72,1.62,5.7,-0.08,10.37,5.69
202104,3.32,4.32,2.47,0.72,6.41,3.06,7.18,2.97,3.97,5.63
202105,1.97,-5.46,2.76,6.16,-0.85,-0.58,-2.25,-0.11,-1.16,2.87
202106,-0.8,5.68,-1.01,5.51,6.92,0.02,2.82,4.39,-1.41,-2.48
202107,0.21,-0.96,1.33,-8.58,3.38,0.33,0.26,2.92,2.97,-0.42
202108,-0.28,1.78,0.55,-1.19,4.65,1.34,2.38,2.85,3.23,2.59
202109,-4.56,2.8,-5.79,10.99,-6.22,-5.58,-4.2,-6.01,-4.86,-2.26
202110,3.74,30.86,4.99,10.33,7.8,-4.23,4.97,2.25,5.11,7.25
202111,-3.87,2.04,-0.69,-5.35,0.99,-7.18,1.5,-4.29,-1.96,-4.96
202112,8.06,-4.69,5.81,3.1,1.79,3.91,1.36,6.62,8.55,4.88
202201,-0.66,-10.31,-5.84,17.43,-8.34,-1.91,-8.95,-8.77,-2.1,-3.22
202202,-0.56,-7.08,-1.23,8.27,-4.98,0.27,-1.52,-1,-1.1,-0.97
202203,0.43,15.05,0.92,9.72,3.29,-2.44,3.02,5.13,9.67,1
202204,2.26,-16.96,-5.3,-1.24,-12.6,-10.63,-9.93,-6.88,-3.71,-8.98
202205,-1.63,-9.04,-0.38,15.57,-2.09,8.62,-4.09,0.96,4.79,0.66
202206,-3.91,-11.89,-9.45,-16.52,-8.31,-6.65,-7.72,-2.01,-6.54,-9.76
202207,4.15,27.65,8.37,10.43,11.77,-0.04,14.65,2.77,6.3,8.69
202208,-1.82,-5.81,-3.48,3.32,-5.25,-2.86,-3.14,-5.03,0.15,-2.62
202209,-8.35,-6.55,-11.54,-9.14,-11.42,-13.85,-7.63,-1.91,-11.62,-8.05
202210,9.98,-6.61,12.21,23.61,5.02,10.58,4.25,8.8,3.51,11.66
202211,5.3,-8.1,9.03,0.99,5.28,2.15,3.85,5.35,6.78,5.99
202212,-2.66,-28.07,-2.35,-4.17,-7.92,-6.81,-7.97,-1.74,-1.21,-5.37
202301,-0.37,29.03,5.93,2.82,9.71,13.53,9.74,-1.03,-1.24,7.32
202302,-2.18,11,-1.85,-6.84,-0.25,-6.5,-4.65,-4.29,-5.32,-2.68
202303,3.13,-0.62,0.37,-0.32,10.33,-0.13,3.49,2.49,3.89,-5
202304,3.16,-15.24,-0.58,2.59,0.26,0.99,2.19,4.12,1.72,1.83
202305,-5.35,13.52,-5.54,-9.51,8.23,-9.4,0.62,-3.67,-5.82,-2.65
202306,2.84,24.66,10.69,6.42,5.91,4.63,7.89,4.66,2.61,7.44
202307,2.32,2.73,3.19,7.34,4.3,0.98,2.28,-0.11,2.79,5.24
202308,-3.77,-4.31,-2.37,1.95,-1.68,0.14,-0.4,-0.22,-5.29,-3.35
202309,-4.57,-2.58,-7.08,3.17,-5.98,-3.22,-5.68,-4.71,-5.04,-3.41
202310,-3.53,-17.88,-2.76,-6.24,-1.78,-0.18,0.47,-4.58,1.12,-2.53
202311,5.02,15.76,8.68,-1.29,11.96,6.97,7.18,5.87,5.08,10.41
202312,3.53,6.61,6.35,0.18,4.7,2.26,5.9,6.9,1.69,6.54
202401,-1.77,-17.91,-1.22,-0.11,3.04,4.53,1.28,3.52,-3,1.04
202402,1.92,7.21,5.26,2.95,6.15,-2.72,9.46,4.63,2.43,4.75
