This file was created by CMPT_IND_RETS using the 202403 CRSP database.
It contains value- and equal-weighted returns for 17 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Food ,Mines,Oil  ,Clths,Durbl,Chems,Cnsum,Cnstr,Steel,FabPr,Machn,Cars ,Trans,Utils,Rtail,Finan,Other
195506,     78.64,     64.43,    615.16,     27.80,     28.06,    446.18,    118.27,    109.21,    178.09,     84.32,    151.93,    235.65,     84.72,    176.04,     97.47,    109.19,    178.53
195507,     83.98,     64.33,    675.73,     29.28,     35.18,    523.47,    118.34,    115.53,    199.38,     89.43,    156.46,    269.45,     86.48,    180.10,    102.48,    108.18,    188.28
195508,     84.57,     63.88,    694.71,     30.12,     35.40,    512.67,    122.06,    115.07,    200.31,     86.56,    153.38,    325.56,     86.13,    186.25,    104.36,    107.29,    187.72
195509,     83.31,     68.96,    681.65,     29.61,     35.45,    521.78,    122.67,    116.40,    211.11,     86.51,    155.34,    307.32,     86.72,    185.61,    105.67,    107.88,    185.27
195510,     80.62,     65.83,    689.01,     29.27,     33.71,    505.56,    121.95,    117.69,    212.24,     86.28,    150.42,    344.66,     84.75,    179.98,    109.57,    102.95,    184.40
195511,     79.86,     63.29,    681.57,     28.83,     32.40,    494.78,    121.51,    113.35,    200.63,     86.02,    143.76,    327.41,     83.43,    177.65,    106.38,    101.80,    180.10
195512,     82.20,     68.64,    732.75,     29.25,     35.36,    526.31,    125.76,    121.74,    215.57,     90.45,    157.54,    351.42,     91.67,    182.82,    114.19,    104.79,    188.27
195601,     82.60,     68.09,    759.36,     29.57,     34.72,    538.52,    129.69,    123.73,    219.57,     94.40,    164.04,    343.52,     92.10,    181.91,    112.53,    106.42,    191.19
195602,     80.92,     67.40,    761.77,     29.03,     33.50,    513.15,    125.27,    117.86,    210.93,     88.61,    156.18,    319.97,     88.64,    180.77,    108.52,    102.50,    187.74
195603,     82.24,     72.61,    790.58,     29.12,     34.96,    531.39,    128.56,    122.99,    219.30,     92.16,    165.44,    334.00,     90.51,    183.38,    110.81,    105.89,    193.64
195604,     83.51,     74.63,    880.96,     28.91,     36.49,    558.94,    134.37,    137.16,    240.64,    100.51,    179.39,    345.94,     94.81,    189.65,    110.79,    111.38,    203.26
195605,     83.40,     72.39,    913.81,     28.36,     35.88,    552.38,    142.88,    138.30,    249.36,     98.79,    181.53,    328.04,     96.34,    184.95,    108.51,    111.27,    201.99
195606,     80.66,     67.57,    849.35,     26.73,     34.30,    516.25,    136.73,    133.04,    226.44,     94.24,    173.28,    309.90,     91.24,    182.77,    102.80,    107.23,    195.14
195607,     82.16,     72.10,    877.00,     27.98,     35.97,    527.32,    139.77,    142.94,    234.17,     92.85,    183.14,    367.23,     92.95,    191.08,    104.36,    111.47,    214.10
195608,     84.45,     73.10,    945.05,     28.05,     36.66,    537.99,    143.45,    154.48,    259.52,     97.93,    194.75,    383.71,     95.78,    200.52,    109.18,    114.28,    221.61
195609,     82.93,     73.20,    889.86,     27.27,     36.75,    514.70,    140.63,    150.44,    252.79,     94.41,    186.99,    383.09,     94.05,    194.70,    105.37,    110.72,    213.61
195610,     79.83,     70.22,    855.88,     26.45,     36.47,    480.57,    134.53,    139.25,    240.65,     89.84,    175.25,    378.43,     89.73,    186.51,    100.16,    105.00,    201.52
195611,     79.33,     71.34,    857.49,     26.80,     37.30,    483.35,    134.65,    137.74,    242.18,     90.49,    182.00,    374.55,     91.72,    187.85,    101.22,    105.56,    201.21
195612,     78.50,     72.23,    896.14,     26.29,     37.93,    462.40,    131.02,    132.93,    245.17,     90.79,    184.30,    357.03,     92.09,    187.74,     98.09,    106.52,    199.55
195701,     79.17,     73.33,    953.55,     26.08,     35.68,    498.36,    137.75,    139.46,    257.85,     93.63,    193.33,    360.47,     93.87,    190.43,     96.90,    107.49,    204.02
195702,     80.00,     72.61,    912.72,     26.49,     35.81,    466.97,    135.93,    134.43,    233.15,     91.46,    184.06,    337.18,     91.69,    194.75,     95.06,    108.60,    203.37
195703,     78.77,     71.96,    887.06,     25.16,     35.23,    455.97,    132.83,    131.36,    221.58,     90.67,    181.99,    326.87,     86.54,    193.29,     93.32,    107.67,    201.20
195704,     79.61,     74.14,    915.03,     25.52,     36.88,    464.94,    140.39,    135.24,    225.88,     90.94,    188.19,    328.45,     86.67,    195.79,     95.04,    110.90,    202.95
195705,     80.81,     73.23,    978.69,     25.86,     36.94,    490.21,    143.54,    137.02,    238.59,     94.84,    200.85,    355.70,     88.50,    201.47,     94.99,    116.99,    207.57
195706,     81.48,     74.03,   1048.06,     26.53,     39.05,    503.95,    144.93,    144.72,    241.71,     93.02,    212.74,    355.56,     88.20,    205.00,     96.71,    119.85,    214.35
195707,     81.19,     77.36,   1031.81,     27.31,     38.57,    506.54,    148.64,    136.78,    251.33,    100.20,    211.05,    351.29,     87.46,    202.19,     95.17,    108.32,    223.64
195708,     82.27,     77.83,   1040.76,     27.54,     39.12,    515.35,    151.72,    138.24,    250.07,    100.99,    213.36,    364.52,     87.51,    201.52,     97.92,    107.64,    225.49
195709,     80.07,     72.28,    975.82,     25.89,     35.95,    490.71,    150.17,    127.11,    230.75,     96.73,    198.58,    350.09,     82.91,    195.42,     95.04,    103.85,    217.60
195710,     78.23,     65.06,    897.71,     24.65,     34.46,    459.51,    149.70,    119.72,    210.13,     90.75,    184.77,    324.69,     75.61,    191.17,     96.80,     99.24,    209.14
195711,     76.52,     61.14,    843.66,     23.04,     32.41,    444.05,    148.81,    114.01,    194.06,     85.34,    181.41,    311.97,     70.71,    189.21,     93.13,     93.60,    202.54
195712,     78.74,     56.33,    857.53,     23.11,     32.79,    461.31,    157.28,    119.46,    192.34,     87.98,    188.15,    291.10,     72.67,    196.46,     93.91,     97.31,    210.47
195801,     78.89,     51.74,    797.33,     21.68,     30.78,    446.73,    160.31,    116.72,    174.96,     85.61,    179.81,    267.79,     67.60,    200.66,     91.95,     96.03,    208.56
195802,     84.27,     56.19,    807.99,     24.42,     33.41,    461.66,    162.06,    123.60,    189.91,     91.70,    188.98,    280.62,     74.28,    212.52,    100.10,    103.98,    217.23
195803,     87.46,     54.07,    764.52,     24.26,     32.30,    453.41,    166.81,    120.73,    188.75,     96.18,    184.66,    273.08,     71.51,    214.33,    102.27,    104.96,    216.30
195804,     90.27,     56.86,    825.55,     24.74,     33.57,    452.26,    177.68,    123.08,    192.15,     98.49,    189.49,    280.66,     71.53,    217.64,    106.16,    107.74,    218.51
195805,     94.26,     58.26,    867.36,     25.73,     33.12,    456.18,    186.39,    124.17,    194.36,     99.86,    191.51,    295.26,     75.49,    227.99,    109.22,    109.97,    222.24
195806,     96.76,     60.59,    877.84,     26.72,     33.64,    460.28,    191.87,    126.46,    206.01,    103.03,    193.83,    312.90,     78.39,    230.33,    112.55,    111.97,    228.59
195807,     98.18,     64.13,    930.83,     26.44,     35.57,    455.88,    203.33,    126.42,    211.57,    113.72,    189.66,    362.50,     85.97,    237.57,    118.80,    111.30,    228.83
195808,     99.69,     63.83,    933.75,     27.85,     37.66,    491.42,    213.28,    136.43,    235.43,    113.70,    198.91,    398.80,     92.21,    239.52,    120.52,    113.53,    237.00
195809,    101.90,     62.89,    945.79,     28.78,     39.21,    500.69,    214.38,    139.54,    241.46,    114.69,    202.95,    393.73,     93.44,    236.10,    126.85,    118.46,    245.22
195810,    103.85,     63.01,    977.03,     30.90,     41.49,    514.89,    237.76,    144.21,    261.02,    119.30,    213.29,    435.01,     97.59,    243.38,    131.53,    120.16,    257.61
195811,    106.02,     64.41,    988.02,     31.48,     44.97,    517.95,    244.32,    146.20,    273.69,    122.24,    221.19,    444.10,    101.76,    253.19,    132.81,    124.58,    264.64
195812,    110.59,     64.50,   1001.14,     32.15,     48.41,    532.45,    256.27,    151.35,    273.37,    126.94,    229.11,    458.55,    104.97,    259.54,    140.02,    127.09,    275.44
195901,    113.09,     66.79,   1012.61,     33.19,     49.85,    564.81,    264.14,    157.50,    291.50,    127.47,    252.75,    469.84,    106.68,    274.08,    147.65,    131.83,    300.91
195902,    115.62,     68.80,   1016.25,     34.74,     51.39,    562.39,    269.53,    160.39,    295.52,    123.72,    249.15,    464.10,    109.16,    276.78,    156.64,    128.27,    308.87
195903,    118.61,     68.51,    933.39,     36.58,     54.54,    590.70,    276.29,    163.92,    297.43,    131.66,    259.83,    449.47,    112.39,    279.26,    162.62,    131.02,    324.28
195904,    117.17,     69.74,    953.17,     36.62,     57.79,    597.62,    289.26,    163.63,    289.69,    130.19,    261.71,    443.75,    114.13,    282.83,    159.07,    129.14,    324.00
195905,    119.41,     67.47,    969.03,     37.81,     64.12,    639.34,    310.19,    171.39,    295.80,    123.16,    279.32,    486.07,    117.14,    278.96,    160.78,    131.14,    340.66
195906,    123.31,     66.32,    953.43,     38.25,     63.77,    675.90,    303.78,    175.79,    308.71,    128.10,    292.62,    507.12,    119.24,    274.91,    164.88,    131.73,    339.17
195907,    125.44,     63.36,    991.16,     42.09,     64.37,    667.27,    321.65,    174.37,    324.85,    128.56,    286.20,    520.49,    120.65,    269.62,    182.99,    127.54,    343.41
195908,    130.74,     66.84,   1038.27,     43.74,     65.09,    709.10,    333.41,    178.52,    335.92,    132.35,    289.53,    567.35,    120.98,    279.22,    185.85,    129.04,    346.24
195909,    128.97,     65.72,    998.34,     42.51,     64.38,    683.81,    329.26,    172.51,    340.70,    128.28,    283.85,    576.90,    113.35,    281.99,    186.72,    126.88,    341.67
195910,    124.37,     62.31,    928.70,     41.28,     60.09,    648.98,    313.34,    164.16,    322.60,    124.40,    272.08,    551.59,    108.29,    268.70,    182.76,    120.21,    330.79
195911,    128.08,     63.55,    937.20,     41.40,     65.55,    673.94,    323.12,    169.00,    318.24,    120.87,    281.30,    542.68,    108.95,    270.35,    183.22,    120.82,    341.66
195912,    128.58,     63.39,    924.89,     41.46,     67.71,    685.93,    336.55,    168.98,    314.89,    123.40,    303.55,    536.31,    111.06,    270.32,    185.92,    122.12,    347.77
196001,    130.92,     65.35,    963.94,     41.91,     68.23,    710.21,    331.12,    169.73,    322.46,    126.74,    316.45,    565.33,    110.16,    275.20,    191.14,    122.03,    355.38
196002,    125.15,     64.04,    890.34,     39.35,     69.10,    640.98,    311.76,    158.58,    293.26,    116.81,    289.45,    500.80,    105.19,    268.73,    179.56,    116.63,    340.54
196003,    128.55,     63.35,    852.62,     39.56,     71.39,    634.66,    319.78,    162.65,    286.07,    119.73,    299.10,    484.02,    105.14,    275.25,    186.92,    115.54,    360.77
196004,    127.55,     61.10,    845.94,     37.48,     69.90,    617.97,    323.09,    162.14,    270.64,    116.56,    300.90,    462.64,     98.56,    278.95,    186.97,    115.26,    359.11
196005,    128.68,     60.15,    808.76,     37.26,     71.82,    584.42,    327.70,    161.27,    256.15,    111.25,    300.76,    456.13,     97.46,    282.03,    185.57,    114.67,    359.53
196006,    138.03,     60.11,    772.39,     37.88,     76.48,    602.62,    359.87,    167.09,    260.75,    110.86,    322.53,    447.90,    101.06,    285.12,    190.21,    113.90,    376.13
196007,    146.53,     60.40,    808.05,     38.99,     78.08,    614.07,    373.10,    166.72,    260.44,    102.62,    316.97,    457.32,    102.54,    303.97,    183.84,    119.18,    362.40
196008,    143.59,     61.86,    812.87,     38.08,     73.77,    571.19,    367.90,    159.04,    254.54,     98.39,    304.93,    455.48,    101.35,    299.94,    181.01,    119.45,    354.16
196009,    149.70,     64.58,    838.50,     38.22,     76.65,    577.27,    380.33,    158.25,    254.44,    100.39,    307.38,    466.56,    104.86,    314.79,    186.07,    123.64,    370.71
196010,    146.98,     61.96,    830.87,     36.98,     73.54,    537.65,    352.30,    150.78,    233.49,     93.70,    282.56,    439.06,     97.54,    299.80,    170.43,    115.99,    343.60
196011,    150.25,     62.23,    849.97,     35.77,     74.72,    530.20,    353.77,    148.71,    228.49,     87.99,    276.03,    432.10,     97.42,    298.05,    171.28,    118.14,    340.06
196012,    165.59,     66.11,    869.64,     36.46,     82.85,    548.61,    372.41,    157.71,    229.21,     87.96,    294.87,    423.91,    102.84,    307.80,    181.50,    126.94,    357.54
196101,    173.80,     68.39,    916.09,     37.75,     88.64,    565.72,    398.34,    163.32,    240.42,     96.40,    306.57,    420.99,    105.10,    326.52,    185.07,    133.44,    387.16
196102,    189.23,     73.92,   1003.57,     40.94,     88.82,    602.33,    422.00,    173.27,    260.81,    103.62,    317.14,    455.76,    112.96,    341.82,    189.01,    146.45,    413.93
196103,    197.52,     76.35,   1025.16,     43.66,    105.17,    613.18,    442.12,    180.16,    274.08,    105.88,    325.93,    469.81,    118.24,    353.06,    197.43,    156.38,    428.74
196104,    206.18,     76.77,   1063.93,     45.95,    109.28,    619.68,    464.68,    183.94,    279.24,    111.00,    332.01,    485.78,    119.50,    359.19,    208.84,    163.06,    448.98
196105,    203.92,     77.58,   1115.37,     45.03,    106.76,    612.12,    468.42,    176.42,    275.21,    116.10,    330.94,    477.14,    119.52,    364.97,    209.74,    165.56,    449.04
196106,    212.45,     82.95,   1106.00,     47.69,    104.96,    643.55,    475.82,    180.86,    289.79,    116.73,    340.35,    477.19,    124.45,    372.47,    221.62,    171.67,    452.94
196107,    210.93,     80.00,   1062.40,     47.13,    110.85,    646.27,    447.36,    168.90,    268.71,    115.91,    320.03,    473.72,    120.60,    365.14,    216.81,    164.86,    437.65
196108,    219.04,     82.34,   1086.26,     47.85,    110.12,    667.09,    465.40,    168.55,    280.35,    123.46,    324.87,    503.98,    123.90,    374.90,    222.26,    175.00,    454.72
196109,    229.17,     84.53,   1078.37,     50.26,    112.04,    681.03,    496.89,    169.00,    279.12,    123.07,    337.64,    518.98,    125.16,    387.80,    228.55,    192.05,    461.15
196110,    227.47,     82.22,   1006.48,     48.87,    114.29,    652.37,    491.10,    164.28,    257.11,    121.74,    341.06,    557.56,    120.78,    392.43,    229.82,    191.25,    445.72
196111,    235.36,     83.43,   1070.51,     51.55,    111.28,    651.72,    505.30,    166.43,    252.82,    126.05,    352.63,    557.86,    119.73,    412.28,    251.77,    195.20,    454.44
196112,    247.16,     87.85,   1139.71,     54.68,    113.13,    662.60,    527.31,    175.88,    255.03,    131.33,    360.41,    604.84,    121.63,    425.12,    263.36,    208.91,    484.33
196201,    239.03,     86.52,   1184.19,     53.64,    113.09,    661.00,    508.52,    176.50,    266.83,    132.27,    357.13,    625.12,    121.47,    406.33,    261.95,    199.13,    490.66
196202,    224.00,     88.02,   1209.82,     53.31,    102.16,    643.00,    478.22,    167.63,    256.43,    126.95,    342.17,    622.65,    126.63,    394.83,    236.97,    189.72,    464.84
196203,    223.39,     86.97,   1269.59,     54.36,    101.60,    663.39,    484.80,    168.53,    252.43,    128.63,    342.23,    607.54,    124.60,    404.01,    240.50,    196.48,    478.30
196204,    225.23,     83.66,   1278.07,     53.82,     99.46,    647.50,    481.86,    170.72,    254.48,    136.82,    340.68,    609.22,    122.50,    411.04,    243.30,    192.23,    470.72
196205,    215.34,     77.54,   1233.53,     49.47,     91.47,    608.52,    429.67,    158.45,    227.88,    128.28,    304.75,    577.59,    112.96,    398.74,    235.08,    177.99,    440.31
196206,    191.37,     71.50,   1194.99,     44.88,     82.91,    555.02,    378.41,    144.62,    209.33,    120.20,    272.38,    550.20,    106.64,    358.43,    212.98,    160.06,    402.00
196207,    180.08,     72.42,   1002.99,     41.42,     73.28,    472.13,    316.22,    124.91,    185.12,    109.16,    235.45,    521.27,     96.87,    345.36,    185.52,    136.60,    349.44
196208,    192.15,     77.03,   1049.60,     44.08,     74.25,    506.13,    338.47,    130.35,    191.02,    112.18,    258.67,    563.13,    102.35,    370.10,    192.39,    148.07,    371.37
196209,    192.28,     78.69,   1060.75,     44.41,     75.27,    526.10,    325.95,    133.83,    188.19,    115.51,    265.55,    579.81,    105.57,    380.45,    200.37,    153.32,    376.74
196210,    182.67,     74.20,   1042.75,     41.91,     69.31,    514.95,    303.86,    124.75,    172.07,    109.81,    243.32,    568.58,     99.47,    368.77,    187.01,    144.08,    350.62
196211,    179.87,     73.67,   1036.49,     41.79,     67.49,    541.66,    302.78,    121.64,    175.25,    109.53,    243.48,    582.73,    101.66,    363.66,    184.01,    142.85,    354.73
196212,    200.87,     80.20,   1139.47,     45.87,     77.79,    601.48,    355.31,    136.72,    199.85,    120.53,    276.30,    604.32,    115.80,    389.88,    203.16,    162.53,    388.36
196301,    206.00,     78.95,   1193.86,     45.85,     79.58,    607.52,    354.80,    132.99,    190.68,    122.34,    276.11,    625.67,    115.49,    402.41,    202.92,    168.19,    388.42
196302,    219.01,     85.81,   1221.14,     49.20,     85.66,    634.83,    369.70,    139.47,    205.64,    124.60,    293.93,    672.16,    120.09,    422.53,    210.67,    174.29,    409.67
196303,    211.87,     84.22,   1197.93,     48.49,     80.69,    605.39,    357.06,    138.30,    199.51,    121.59,    280.30,    648.00,    119.06,    414.97,    211.48,    173.39,    400.00
196304,    215.46,     87.10,   1281.19,     48.87,     82.59,    626.89,    368.92,    142.95,    203.70,    121.07,    289.14,    694.63,    122.60,    421.49,    215.97,    176.98,    409.13
196305,    217.57,     90.06,   1391.92,     51.12,     87.21,    669.80,    393.34,    146.92,    214.64,    125.46,    307.97,    753.50,    131.87,    430.45,    227.53,    183.35,    430.73
196306,    223.96,     92.13,   1378.38,     51.78,     89.52,    674.98,    386.85,    147.33,    227.18,    130.85,    323.44,    806.57,    136.19,    433.52,    233.15,    183.80,    427.61
196307,    149.06,     55.31,    512.34,     33.08,    176.06,    370.35,    284.05,     73.01,    166.94,     71.63,    125.81,    506.01,    104.20,    388.72,    128.73,     97.95,    268.99
196308,    149.92,     56.13,    523.05,     33.38,    175.65,    365.90,    282.06,     72.66,    165.80,     69.49,    123.76,    507.42,    101.58,    390.75,    127.02,     97.95,    268.43
196309,    158.82,     58.87,    541.96,     34.76,    184.59,    380.64,    305.03,     76.77,    180.21,     71.65,    129.39,    539.65,    107.04,    413.47,    134.94,    101.96,    280.99
196310,    157.85,     58.11,    528.33,     33.74,    181.38,    386.80,    294.15,     75.12,    180.44,     69.47,    128.73,    541.68,    102.34,    402.25,    136.22,     99.16,    283.05
196311,    162.34,     61.12,    529.86,     35.00,    192.43,    400.94,    300.74,     74.14,    183.14,     67.83,    136.99,    609.08,    104.23,    398.41,    136.54,    100.26,    291.13
196312,    162.40,     61.52,    523.64,     34.98,    191.58,    417.61,    296.68,     72.75,    178.39,     68.68,    135.59,    566.94,    107.82,    395.37,    135.34,     97.63,    296.47
196401,    166.53,     64.93,    546.57,     35.33,    199.63,    436.59,    312.92,     72.48,    182.50,     69.76,    139.83,    571.74,    108.63,    406.48,    135.64,     98.88,    298.49
196402,    168.22,     65.96,    573.30,     35.48,    199.97,    450.73,    319.56,     74.20,    190.50,     69.09,    143.54,    578.29,    111.94,    411.20,    138.96,     97.69,    308.47
196403,    171.24,     69.01,    574.60,     36.64,    202.49,    458.67,    322.65,     77.54,    194.72,     70.47,    148.08,    588.97,    118.05,    413.37,    140.76,    101.07,    309.62
196404,    174.83,     71.12,    584.92,     36.81,    207.24,    469.16,    327.12,     81.12,    207.93,     76.01,    154.93,    590.55,    122.03,    409.27,    143.92,    101.50,    310.79
196405,    172.74,     76.13,    606.73,     36.86,    202.97,    463.62,    327.37,     80.66,    202.64,     75.91,    152.49,    616.69,    119.24,    412.56,    150.05,    100.41,    312.48
196406,    176.62,     76.53,    616.30,     38.16,    209.02,    472.89,    327.18,     80.67,    203.76,     77.13,    157.22,    627.65,    125.24,    414.63,    155.89,    100.06,    310.49
196407,    175.87,     76.77,    599.26,     37.11,    193.89,    425.52,    335.34,     78.14,    203.52,     77.15,    150.34,    620.51,    128.44,    414.59,    153.28,     98.02,    307.76
196408,    178.49,     78.44,    619.09,     38.83,    196.01,    434.74,    346.17,     78.71,    204.61,     76.80,    149.74,    659.78,    129.86,    433.98,    154.10,     99.84,    306.78
196409,    175.65,     78.17,    602.79,     38.30,    192.13,    422.13,    339.07,     77.80,    203.15,     75.37,    148.01,    670.48,    125.04,    432.52,    155.22,     98.12,    301.66
196410,    178.54,     85.04,    624.43,     39.78,    206.02,    445.85,    343.10,     78.29,    214.04,     76.16,    150.44,    700.36,    129.67,    439.55,    160.48,    101.03,    306.67
196411,    176.63,     85.11,    643.17,     41.32,    205.68,    450.03,    348.04,     79.37,    208.21,     78.86,    150.52,    702.07,    133.75,    442.76,    163.96,    100.24,    310.32
196412,    177.84,     85.10,    659.57,     42.19,    208.38,    457.99,    346.75,     78.35,    198.12,     78.98,    150.84,    683.43,    130.27,    447.34,    168.78,     99.04,    308.08
196501,    179.37,     84.59,    673.19,     42.14,    208.61,    466.84,    353.11,     77.53,    194.40,     79.15,    149.17,    700.38,    127.27,    448.44,    169.57,     98.35,    310.58
196502,    188.95,     90.40,    684.58,     45.70,    227.96,    493.00,    374.14,     81.57,    203.91,     82.71,    160.80,    719.97,    132.72,    465.20,    176.37,    100.93,    315.56
196503,    190.98,     92.92,    658.45,     47.30,    235.43,    494.09,    379.00,     84.39,    210.78,     86.31,    166.86,    703.33,    139.08,    465.87,    178.22,    101.89,    318.17
196504,    187.91,     92.32,    638.13,     47.59,    232.21,    478.15,    372.90,     83.96,    212.82,     85.19,    164.41,    713.80,    139.26,    462.21,    177.59,    101.29,    316.75
196505,    193.43,     94.47,    642.78,     50.81,    248.74,    488.27,    384.22,     85.31,    223.85,     90.15,    174.72,    767.57,    143.10,    464.22,    190.98,    105.69,    325.80
196506,    191.97,     92.01,    651.36,     50.52,    249.39,    488.99,    376.63,     83.94,    220.66,     87.77,    172.93,    723.79,    143.23,    458.22,    190.99,    102.85,    328.89
196507,    184.17,     83.13,    626.96,     46.26,    219.13,    429.98,    350.58,     78.14,    205.30,     80.60,    152.98,    657.94,    130.12,    437.21,    170.89,    102.30,    294.61
196508,    185.87,     88.23,    643.48,     47.41,    231.83,    429.91,    361.99,     79.24,    211.66,     86.22,    157.90,    670.18,    137.50,    440.86,    168.77,    103.36,    296.40
196509,    189.02,     90.75,    651.63,     50.49,    250.26,    434.46,    380.73,     80.90,    218.16,     91.94,    167.69,    683.41,    144.24,    443.39,    175.41,    108.62,    301.58
196510,    190.38,     91.09,    677.03,     52.23,    274.20,    451.92,    382.52,     82.72,    222.23,     92.14,    175.90,    720.91,    151.50,    448.41,    174.41,    109.02,    312.93
196511,    192.29,     97.67,    690.35,     54.70,    288.90,    465.48,    395.03,     85.24,    233.75,     97.40,    185.87,    772.21,    161.20,    452.10,    174.44,    106.48,    313.63
196512,    193.78,     98.62,    692.51,     57.36,    295.75,    460.05,    399.45,     85.65,    221.58,     99.20,    192.76,    718.50,    175.64,    445.90,    175.76,    107.20,    310.86
196601,    197.27,    105.02,    694.45,     58.29,    310.39,    470.64,    414.50,     87.84,    239.34,    100.54,    192.26,    722.58,    177.43,    443.41,    178.87,    109.87,    313.68
196602,    199.40,    114.74,    699.92,     62.50,    319.66,    473.23,    430.78,     91.59,    250.07,    102.71,    195.60,    725.07,    194.09,    429.05,    169.25,    111.20,    317.46
196603,    196.71,    122.60,    669.99,     63.30,    321.37,    462.00,    420.02,     90.25,    243.68,    104.62,    202.01,    707.07,    197.10,    409.58,    166.20,    108.61,    317.07
196604,    191.11,    118.35,    665.48,     61.39,    330.09,    440.26,    415.20,     87.17,    237.63,     98.92,    201.31,    668.29,    195.02,    407.67,    163.44,    103.84,    304.31
196605,    190.46,    121.45,    691.03,     62.26,    361.14,    441.95,    411.33,     86.68,    244.41,    102.97,    211.89,    649.54,    203.41,    411.44,    168.57,    105.72,    318.52
196606,    183.09,    112.50,    669.86,     57.41,    333.67,    419.30,    399.10,     81.07,    223.41,     96.29,    199.03,    593.30,    184.75,    398.57,    163.84,    101.30,    303.70
196607,    172.67,    110.60,    644.60,     55.52,    318.44,    399.67,    395.96,     77.30,    210.42,     92.51,    194.25,    585.23,    191.23,    386.22,    150.66,     98.76,    292.15
196608,    171.16,    110.98,    648.18,     53.39,    307.27,    395.03,    393.91,     76.43,    201.79,     91.93,    189.94,    583.81,    183.69,    384.50,    147.59,     97.22,    292.61
196609,    159.96,     89.91,    601.78,     47.63,    277.48,    356.77,    368.88,     68.45,    184.94,     83.09,    177.64,    533.32,    161.39,    349.80,    138.16,     88.29,    273.85
196610,    157.34,     89.08,    624.96,     45.30,    262.79,    329.35,    367.02,     66.80,    180.33,     82.24,    173.03,    538.88,    157.67,    363.89,    136.08,     88.68,    273.27
196611,    169.45,     89.18,    673.15,     43.15,    271.24,    340.09,    389.59,     67.54,    192.49,     83.49,    174.50,    550.76,    155.94,    399.05,    133.70,     97.66,    291.84
196612,    174.90,     97.05,    658.30,     43.56,    288.83,    335.47,    413.43,     70.11,    189.55,     82.17,    189.70,    507.45,    173.89,    391.76,    134.04,    100.69,    292.02
196701,    174.58,     99.58,    655.44,     43.83,    283.36,    342.37,    407.69,     71.96,    195.55,     88.70,    189.72,    511.44,    177.03,    398.70,    127.73,    104.71,    295.37
196702,    187.71,    111.52,    675.19,     49.02,    305.83,    387.61,    435.45,     83.43,    225.67,     94.58,    210.06,    587.53,    198.89,    408.96,    141.87,    113.93,    319.55
196703,    190.36,    110.10,    675.54,     50.66,    320.42,    383.35,    437.45,     84.35,    216.14,     98.08,    219.42,    574.81,    198.07,    400.32,    146.12,    113.83,    327.02
196704,    197.34,    115.63,    701.32,     51.85,    329.99,    397.59,    471.93,     91.99,    226.95,    110.64,    235.43,    609.02,    208.02,    405.16,    148.96,    114.95,    341.12
196705,    205.70,    122.24,    714.92,     54.55,    353.77,    426.98,    490.21,     94.64,    234.20,    118.86,    252.93,    676.66,    211.46,    411.74,    163.30,    115.18,    352.52
196706,    200.22,    123.04,    691.27,     53.75,    329.19,    405.97,    465.48,     90.83,    227.75,    116.32,    244.40,    636.89,    208.28,    392.98,    154.28,    112.81,    335.93
196707,    209.62,    133.89,    708.41,     56.33,    316.75,    379.46,    481.58,     94.71,    212.93,    117.57,    247.45,    620.23,    218.93,    384.26,    154.90,    119.68,    330.21
196708,    221.00,    150.16,    766.61,     60.44,    338.93,    396.05,    509.13,    101.10,    229.33,    123.25,    259.39,    673.23,    231.91,    392.18,    163.80,    129.81,    333.08
196709,    217.07,    145.21,    747.73,     62.56,    341.03,    391.63,    513.00,    102.93,    233.17,    123.09,    260.18,    670.44,    226.54,    387.87,    163.99,    130.79,    328.96
196710,    221.24,    154.14,    767.59,     68.69,    354.60,    412.96,    520.59,    106.29,    233.47,    124.99,    284.52,    707.00,    219.35,    386.28,    168.29,    129.03,    342.09
196711,    213.60,    145.35,    754.93,     68.35,    355.92,    385.80,    512.79,    100.52,    209.88,    118.06,    292.02,    681.36,    203.14,    364.22,    170.21,    124.53,    336.56
196712,    214.00,    146.15,    763.76,     67.64,    362.47,    377.46,    517.74,     99.10,    211.55,    116.32,    298.39,    672.84,    203.66,    374.00,    172.16,    121.08,    334.80
196801,    221.10,    154.25,    784.51,     70.57,    365.51,    402.85,    547.72,    105.80,    221.38,    122.34,    309.11,    693.77,    210.58,    388.53,    177.85,    130.58,    349.08
196802,    218.61,    150.45,    779.04,     71.52,    333.98,    383.75,    505.33,    105.03,    212.56,    121.26,    284.67,    661.74,    190.54,    387.91,    180.16,    134.72,    343.83
196803,    214.84,    147.78,    754.01,     68.65,    323.89,    365.09,    499.02,    100.54,    201.83,    119.52,    273.14,    635.84,    184.55,    380.45,    179.45,    130.24,    326.55
196804,    215.38,    140.96,    765.77,     67.77,    334.34,    362.71,    503.02,    100.27,    200.17,    115.39,    283.72,    637.19,    185.61,    358.62,    186.32,    131.16,    325.71
196805,    236.78,    150.94,    808.62,     77.43,    377.96,    390.49,    557.42,    115.03,    215.40,    128.01,    321.59,    707.35,    206.94,    365.94,    208.29,    145.89,    354.77
