,NoDur,Durbl,Manuf,Enrgy,Chems,BusEq,Telcm,Utils,Shops,Hlth ,Money,Other
198807,1.57,-1.18,-2.54,3.55,-3.49,-5.16,-0.29,-0.68,-1.24,0.44,-0.03,-2.16
198808,-0.42,-7.17,-5.17,-2.5,-4.12,-8.57,-3.06,-0.92,-3.01,-1.45,-0.33,-2.62
198809,6.21,3.81,3.43,-2.58,2.73,2.82,6.5,2.07,8.23,3.72,3.57,4.32
198810,7.95,2.98,0.58,1.79,0.76,-0.1,2.52,2.11,-0.17,1.03,-0.45,0.28
198811,-1.94,-1.48,-2.4,-1.31,-3.13,-3.48,-0.11,-1.34,-3.02,-2.53,-2.87,-1.63
198812,3.25,0.11,2.16,1.74,4.64,4.8,0.65,0.41,1.48,1.67,-0.55,2.64
198901,5.58,7.15,6.56,5.97,8.24,7.07,8.01,2.28,6.14,6.63,6.5,6.89
198902,-1.64,-3.53,-2.48,-2.08,-2.67,-4.06,-1.51,-2.58,-2.1,-1.44,-0.65,-0.87
198903,5.23,-1.45,0.3,3.79,2.57,-5.61,4.81,-0.09,2.66,4.62,4.41,1.17
198904,5.6,0.06,5.49,2.46,4.87,5.13,9.18,3.47,5.42,5.28,3.59,5.94
198905,5.12,1.71,3.68,1.21,1.64,2.06,5.75,4.62,5.04,2.98,3.77,4.33
198906,1.21,1.17,-3.39,-1.1,-1.87,-3.42,-0.15,2.81,-2.25,-2.89,0.55,0.44
198907,11.87,4.81,7.72,3.65,6.8,2.94,8.66,5.43,8.82,13.75,7.88,8.1
198908,-2.12,4.63,2.96,2.29,6.46,2.19,0.68,-1.55,2.35,0.11,1.77,5.22
198909,-0.86,-4.61,-2.61,1.25,-3.69,-2.81,3.71,-0.04,-2.4,2.29,1.79,0.06
198910,-2.53,-6.13,-4.74,0.49,-3.96,-4.64,-2.34,0.59,-4.14,0.31,-4.33,-6.24
198911,1.45,-1.66,2.94,3.28,1.98,-2.18,1.99,2.55,1.02,4.33,-0.71,0.55
198912,1.12,-1.63,2.07,5.92,4.26,-1.18,5.47,4.26,1.08,0.83,-2.87,-0.11
199001,-9.55,-4.36,-5.73,-4.43,-8.22,-1.29,-13.33,-5.73,-6.49,-7.42,-10.01,-7.71
199002,-0.76,4.34,2.16,2.33,1.65,3.62,-0.39,-0.44,1.65,-2.35,2.05,2.74
199003,4.31,2.76,4.44,-0.66,1.9,4.4,3.91,-1.3,5.02,3.68,-1.96,1.63
199004,-0.27,-4.55,-3.08,-3.64,-2.85,-2.09,-3.71,-5.85,-2.17,0.11,-4.5,-2.2
199005,8.86,7.04,7.2,5.14,8.48,12.19,9.07,4.6,11.32,12.42,9,8.8
199006,1.78,-2.33,-0.72,-2.14,-0.75,-1.32,-5.05,0.23,1.45,4.29,-2.27,-1.51
199007,-0.89,-3.91,-0.19,8.02,0.58,-7.61,-4.84,0.45,-4.21,2.42,-4.95,-1.67
199008,-7.57,-14.94,-12.36,-1.89,-12.89,-12.51,-10.6,-7.31,-12.33,-7.07,-11.32,-11.91
199009,-4.39,-10.71,-8.76,-1.69,-6.89,-6.77,1.45,-0.01,-8.8,-4.43,-11.92,-7.56
199010,2.41,-3.93,-3.74,-4.18,2.2,-3.63,2.51,6.7,-3.19,1.18,-7.55,-5.18
199011,6.27,3.2,6.26,0.82,8.23,10.66,1.96,1.62,10.12,9.26,13.93,5.22
199012,4.08,-0.65,5.02,-2.12,3.64,3.98,1.04,0.19,3.23,2.52,5.03,5.29
199101,5.04,6.66,7.97,-2.27,2.37,14.92,-0.37,-1.8,9.17,4.47,6.96,8.07
199102,10.1,9.73,5.34,7.76,5.26,5.91,3.13,4.14,8.12,9.67,10.57,8.08
199103,4.5,1.07,1.36,1.24,0.95,0.09,1.77,1.24,8.49,5.3,5.47,-0.38
199104,-1.06,-2.63,-0.29,2.27,2.03,-2.96,0.64,-0.54,1.89,-1.32,1.52,0.3
199105,3.42,14.28,6.91,-2.15,7.49,3.48,-1.59,-0.51,7.51,4.49,4.43,5
199106,-5.21,-4.58,-4.26,-3.7,-4.75,-9.03,-1.87,-2.9,-4.37,-4.43,-5.65,-5.18
199107,5.71,-0.74,2.14,4.88,4.92,4.63,2.62,3.57,5.22,8.43,5.5,2.64
199108,5.28,-2.62,1.59,0.84,1.01,2.49,0.5,2.82,3.39,2.68,4.2,0.54
199109,-3.51,-2.77,-2.71,-0.73,-2.08,-1.43,0.02,3.19,-3.24,-0.46,-0.51,-1.58
199110,-0.61,-2.34,1.58,1.9,0.88,1.94,1.43,0.88,-2.04,6.46,1.87,2.68
199111,-0.65,-8.48,-6.16,-8.48,-5.44,-4.7,-4.91,1.24,-1.36,-2.7,-5.4,-6.04
199112,14.47,7.43,11.35,2.05,11.22,9.11,9.45,4.49,12.94,16.4,13.03,11.22
199201,-3.18,10.18,1.99,-4.23,2.73,6.64,-3.25,-4.91,0.18,-5.49,0.65,4.55
199202,0.91,11.85,2.14,-1.45,1.2,3.59,-1.6,-1.8,2.46,-2.92,2.72,3.22
199203,-1.78,0.71,-2.21,-2.82,0.46,-5.25,-1.2,-1.13,-1.46,-5.74,-1.1,-4.98
199204,0.68,7.64,2.01,9.33,4.93,-1.02,6.55,2.3,-3.58,-2.35,0.72,-0.19
199205,1.15,-2.04,-0.99,2.25,-0.88,-0.23,-2.61,1.94,0.06,0.88,2.31,-0.94
199206,-3.09,1.82,-2.38,-3.56,-5.74,-4.23,0.95,0,-1.97,-5.02,0.95,-2.98
199207,4.58,0.04,1.86,5.2,4.96,2.97,4.98,6.34,3.71,5.76,3.27,2.24
199208,0.72,-9.98,-3.36,1.7,-5.02,-4.81,-1.13,-0.98,-0.72,-3.65,-3.52,-4.07
199209,0.79,-0.02,1.84,0.08,1.1,3.33,1.57,0.3,4.02,-5.14,3.07,3.54
199210,-0.88,-0.26,0.22,-3.57,2.2,2.13,-0.98,-0.77,4.3,3.3,2.65,3.25
199211,3.39,8.27,4.32,-3.58,1.89,6.03,3.73,-0.77,6.92,4.6,6.34,4.93
199212,-0.2,3.23,1.81,1.86,-0.09,-0.05,5.23,2.16,0.58,-1.49,4.4,1.79
199301,-0.87,9.37,1.36,2.74,-2.86,4.86,1,2.13,0.01,-6.99,3.57,2.46
199302,-2.28,-0.54,1.24,5.04,1.69,-0.43,5.56,5.71,-1.61,-9.25,0.75,-1.24
199303,-0.3,5.31,2.18,4.05,1.06,2.18,2.97,1.25,2.69,0.47,4.05,2.38
199304,-9.39,2.22,-0.53,1.12,1.09,-3.75,-3.24,-0.46,-8.21,1.22,-3.92,-2.07
199305,2.47,0.85,2.46,0.9,0.87,8.64,4.02,-0.54,5.74,3.3,0.18,4.54
199306,-1.01,3.37,0.14,-1.21,-2.16,-0.48,4.34,2.7,-2.94,-3.25,3.7,-1.61
199307,-2.43,1.33,0.2,0.46,-1.07,-3.9,1.8,1.61,0.66,-6.05,2.25,1.07
199308,4.07,0.24,3.57,3.39,2.05,6.34,5.08,3.16,3.73,2.72,2.91,4.13
199309,-2.14,0.93,-1.98,1.31,-2.48,1.25,-0.73,-1.04,-0.4,0.59,2.21,0.2
199310,5.98,7.52,2.31,-1.97,4.71,1.56,2.09,-2.26,4.7,5.85,-3.98,1.43
199311,0.43,0.48,0.89,-6.8,1.22,-0.11,-6.1,-6.09,0.39,0.7,-4.05,-0.59
199312,1.21,4.33,3.99,0.56,2.51,2.96,-0.85,1.18,-1.91,2.18,2.04,3.01
199401,-0.52,7.01,4.09,4.82,6.43,4.68,1.87,-1.45,1.03,1.59,3.97,4.81
199402,-1.42,-4.62,-0.9,-3.74,-1.09,1.57,-5.63,-5.56,1.72,-5.83,-4.25,-3.59
199403,-4.36,-6.55,-4.68,-3.64,-4.49,-3.95,-3.9,-4.47,-4.93,-7.03,-3.47,-6.52
199404,1.17,-0.77,-1.39,4.18,3.26,-1.59,1.15,1.77,0.15,2.22,2.31,-1.41
199405,-1.55,-2.86,1.61,0.03,1.91,1.89,1.48,-5.94,-2,3.96,4.07,-0.27
199406,-2.25,-3.51,-2.52,-2.75,-3.39,-5.28,0.22,-3.68,-2.71,-3.69,-2.77,-2.73
199407,2.87,3.37,4.81,3.22,3.8,3.84,2.8,4.77,0.9,1.03,2.66,2.28
199408,5.89,-0.31,3.53,-0.95,6.42,9.23,0.94,0.03,4.27,10.53,3.28,3.29
199409,-0.7,-5.17,-2.03,-2.15,-1.43,-0.44,-1.57,-3.35,-2.4,1.59,-4.98,-3.05
199410,2.1,-1.96,0.14,7.33,1.34,7.31,-0.42,1.27,1.22,0.67,0.13,-0.72
199411,-1.88,-5.29,-5.56,-5.64,-6.13,-2.2,-5.59,-0.45,-3.61,0.22,-5.62,-4.82
199412,1,3.64,4.34,-1.06,2.55,2.42,0.5,-0.26,-2.84,0.32,1.09,1.39
199501,1.73,-5.98,-0.26,0.21,-1.06,-0.83,3.84,5.82,1.48,6.07,5.42,2.26
199502,2.81,4.86,5.66,3.72,4.43,6.69,1.37,0.22,2.49,2.05,4.69,4.52
199503,2.38,1.29,2.96,5.24,4.07,4.56,-0.05,-2.31,3.52,2.67,0.94,3.56
199504,1.83,1.18,2.61,2.22,3.46,8.27,1.26,1.97,-1.78,2.84,1.61,1.67
199505,4.6,4.48,2.81,3.28,3.06,2.96,0.79,5.42,2.48,1.38,5.98,-0.04
199506,1.34,0.59,2.5,-3.12,0.58,9.86,3.59,-0.98,4.85,4.38,1.58,3.3
199507,1.09,2.44,4.47,2.28,1.06,7.89,4.71,-0.67,3.52,5.38,3.98,5.3
199508,0.47,0.5,-0.53,-2.37,-0.35,-0.18,4.29,0.32,-2.9,0.82,4.97,0.11
199509,6.36,-0.64,1.23,1.25,3.91,1.35,5.56,5.76,2.81,7.26,5.59,1.13
199510,0.5,-5.02,-2.72,-0.29,-2.72,1.4,-0.2,1.17,-5.55,0.92,-2.12,-2.42
199511,4.3,5.14,6.22,3.98,6.16,-0.74,2.69,0.97,5.97,4.78,6.54,4.2
199512,1.22,2.95,1.6,5.77,0.32,-4.38,3.87,4.6,-0.89,5.82,1.08,0.41
199601,2.54,3.3,2.66,-0.45,4.59,1.78,2,1.6,-0.36,5.89,3.72,2.47
199602,3.09,1.66,0.37,0.34,1.51,6.37,-2.61,-3.24,4.29,-1.25,1.94,2.2
199603,-1.19,4.19,2.69,4.96,4.6,-3.46,-2.21,-0.96,5.88,0.14,0.84,3.81
199604,0.09,3.33,2.51,3.43,-0.46,10.1,2.46,-2.96,4.21,-0.71,-1.22,3.65
199605,6.4,1.94,2.68,-0.23,0.54,3.87,-0.12,0.69,4.28,3.69,1.25,1.61
199606,2.87,-5.06,-0.42,0.93,-0.84,-4.94,0.34,4.79,-1.79,-0.32,0.48,-2.73
199607,-4.14,-4.72,-4.6,-4.67,-2.97,-7.43,-8.82,-6.12,-7.62,-6.45,-2.65,-8.65
199608,-0.94,2.74,3.22,2.26,2.5,4.3,-1.44,2.27,5.82,4.2,4.08,2.98
199609,3.38,1.11,5.69,3.99,6.43,10.66,1.54,0.21,3.6,7.27,5.65,3.23
199610,1.52,3.5,1.32,5.93,2.02,-1.89,-0.82,3.22,-2.3,-0.99,5.27,-0.31
199611,4.96,5.57,5.99,4.92,5.54,11.92,5.38,2.05,3.09,6.47,8.23,4.77
199612,0.21,-2.6,-0.14,0.76,-1.72,-2.77,2.61,-0.3,-3.6,-2.72,-1.85,-2.3
199701,5.67,2.61,3.85,4.35,4.8,9.32,2.01,0.6,0.1,9.49,6.46,4.38
199702,4.01,0.25,0.15,-6.3,1.51,-7.43,2.46,-1.07,2.9,0.77,3.82,-1.65
199703,-5.56,-3.39,-4.08,5.22,-3.12,-5.67,-8.19,-3.22,-1.42,-7.56,-6.71,-3.8
199704,5.25,3.65,5.31,0.02,5.35,7.7,2.28,-1.71,2.2,5.97,5.81,2.14
199705,5.83,5.95,8.28,6.74,5.97,10.1,6.45,3.2,5.86,6.85,5.63,7.28
199706,3.28,3.31,5.11,1.27,5.11,1.39,3.18,2.6,4.99,8.8,5.89,2.67
199707,3.29,7.16,7.01,7.35,7.32,16.02,2.15,2.43,7.76,1.96,10.42,5.33
199708,-6.49,1,-5.01,-0.09,-7.46,-1.41,-2.83,-1.64,-2.63,-6.2,-5.78,-1.96
199709,5.23,5.17,3.67,6.26,1.96,3.4,9.49,4.18,5.14,6.55,8.09,7.39
199710,-3.18,-3.52,-6.78,-2.1,-3.62,-8.29,2.63,0.55,-2.17,0.02,-2.22,-4.98
199711,6.34,-1.86,3.68,-3.97,5.1,1.43,10.6,6.66,5.35,2.68,3.5,0.93
199712,3.53,3.77,-1.05,-1.49,1.67,-4.27,4.05,7.52,-0.32,3.42,5.56,3.21
199801,-2.79,0.29,1.68,-5.78,-2.06,5.31,4.82,-4.68,0.86,5.64,-2.75,0.22
199802,4.86,11.97,6.46,6.29,8.37,10.28,2.33,2.21,10.29,5.38,8.83,6.1
199803,5.63,6.03,5.02,4.73,3.81,1.29,9.97,6.37,6.48,3.51,5.83,5.87
199804,-3.29,0.64,1.1,3.75,1.36,5.17,-3.38,-2.85,-0.56,1.84,1.9,1.63
199805,1.01,6.84,-3.89,-4.71,0.81,-7.06,-1.85,-1.29,2.11,-2.63,-2.37,-5.64
199806,3.91,1.56,-1.04,-1.4,0.22,8.74,2.86,2.43,4.91,6.08,3.55,1.64
199807,-4.18,-1.44,-4.85,-6.83,-8.27,0.47,3.72,-5.69,-2.99,-0.29,-1.3,-4.28
199808,-13.18,-19.03,-15.8,-10.85,-10.98,-17.68,-11.86,1.51,-14.3,-12.47,-22.11,-19.53
199809,0.94,0.89,1.57,13,-2.57,15.09,10.02,7.79,1.4,11.93,1.97,5.24
199810,10.95,10.78,11.16,1.22,11.33,6.3,6.64,-2.09,10.66,3.83,9.88,5.5
199811,6.27,5.01,4.01,-0.1,1.95,11.66,3.55,0.96,9.43,6.08,6.16,5.53
199812,0.09,3.8,3.07,-1.24,-0.1,15.21,14.22,2.47,9.17,4.93,3.02,4.31
199901,-3.53,4.96,2.14,-5.58,-4.1,15.14,8.77,-6.53,2.21,0.15,0.2,2.98
199902,-4.07,-4.9,-3.13,-3.72,0.49,-11.51,-2.94,-4.01,-1.41,0.06,0.52,-2.16
199903,-2.31,-0.29,4.21,15.35,5.63,8.46,-1.03,-2.05,2.63,2.43,2.85,0.37
199904,3.87,9.49,8.55,15.81,11.37,2.27,7.52,7,0.4,-5.57,6.2,7.77
199905,1.25,-4.75,-2.96,-3.52,-4.42,-0.79,0.99,6.33,-3.12,-2.16,-4,-4.09
199906,0,0.91,5.78,-1.45,0.71,11.64,5.75,-4.85,8.1,4.39,2.63,3.68
199907,-2.49,-6.09,-1.68,1.7,-0.39,-1.7,-2.07,-0.75,-5.06,-4.46,-5.84,-6.83
199908,-4.68,0.36,-0.5,1.37,-1.16,5.51,-8.01,0.16,-6,3.59,-5.28,-4.81
199909,-7.15,-8.49,-1.65,-4.05,-7.63,-0.11,3.92,-4.69,1.29,-7.16,-5.69,-1.34
199910,6.57,4.06,5.03,-1.52,7.81,3,8.65,1.89,3.14,10.73,13.99,2.68
199911,-1.27,-2.39,-1.7,3.33,0.36,12.68,4.39,-7.8,4.11,1.38,-3.78,2.03
199912,-2.9,2.56,11.94,0.8,5.32,20.76,2.86,-2.71,6.63,-5.71,-1.25,10.36
200001,-4.77,-1.55,-8.84,1.23,-8.49,-5.33,-3.68,5.78,-11.14,7.52,-4.65,-5.07
200002,-6.38,-8.59,-1.83,-5.88,-10.36,17.81,-4.16,-7.68,-3.98,-2.87,-8.94,-1.23
200003,7.03,10.56,10.89,11.65,-4.03,4.37,7.6,5.5,13.28,0.09,16.78,4.73
200004,-2.01,8.54,1.72,-2.02,0.04,-10.46,-7.76,7.14,-4.49,5.18,-3.85,-0.55
200005,6.94,-12.77,-2.82,8.97,1.76,-10.8,-10.8,3.5,-2.89,3.8,4.8,-2.02
200006,1.86,-9.11,-0.17,-5.08,-5.28,12.56,3.94,-5.12,-2.29,11.54,-4.37,1.33
200007,0.66,4.5,-1.79,-2.6,-1.08,-5.18,-7.61,3.96,-1.25,-6.52,8.51,-0.6
200008,-2.24,5.05,9.4,8.28,2.13,12.68,-1.39,11.22,-2.45,3.3,9.91,7.58
200009,3.32,-4.36,-7.83,4.47,-0.89,-14.89,-3.45,8.88,2.6,3.71,2.39,-4.04
200010,7.67,2.11,2.13,-2.92,6.2,-7.48,-0.42,-2.03,-1.85,2.03,-0.62,-2.97
200011,2.55,-11.82,-5.55,-2.96,1.21,-23.18,-15.46,2.65,-1.13,0.64,-5.36,-8.09
200012,5.23,-0.29,6.49,7.66,7.59,-8.08,-4.66,6.31,5.62,3.44,9.89,1.04
200101,-2.27,12.99,1.33,-3.38,-6.02,16.09,14.17,-10.94,6.4,-8.58,-0.62,1.45
200102,0.03,-1.47,-5.2,-0.4,-1.83,-26.13,-9.86,5.67,-5.4,-0.66,-5.27,-2.52
200103,-5.12,-2.93,-6.02,-0.17,-6.55,-13.87,-5.82,0.97,-2.94,-8.62,-3.41,-7.55
200104,0.85,8.21,9.53,10.04,2.91,18,2.47,5.37,5.59,4.16,3.98,11.01
200105,3.27,-1.91,1.66,-0.29,2.61,-3.3,-1.38,-0.24,1.56,2.63,3.48,3.56
200106,-1.87,3.7,-6.23,-7.57,-1.41,1.36,-3.16,-6.28,-2.64,-3.07,0.62,-1.75
200107,-0.21,3.13,0.3,-2.26,0.65,-7.49,-0.79,-4.02,4.56,2.24,-0.79,-6.41
200108,2.34,-11.8,-3.32,-3.93,0.38,-12.67,-9.3,0.04,-7.04,-3.27,-5.57,-5.29
200109,-3.34,-17.01,-16.14,-5.67,-5.27,-19.04,-2.02,-6.85,-9.57,-0.6,-5.84,-14.24
200110,1.2,0.76,4.63,4.69,1.91,15.74,-9.93,1.69,1.55,1.15,-1.66,0.75
200111,2,15.18,8.5,-4.53,7.46,15.96,5.8,-2.02,9.73,4.91,6.71,8.39
200112,1.61,-0.82,3.84,5.9,-0.31,-0.72,2.43,3.73,4.28,-2.89,3,4.98
200201,1.41,2.81,1.92,-2.9,0.36,-0.45,-7.21,-4.57,2.6,-2.49,-1.53,-2.73
200202,4.17,2.89,4.42,4.97,3.67,-13.15,-2.23,-0.85,-0.19,-0.59,-1.23,1.75
200203,3.67,6.8,4.89,7.64,4.86,6.45,0.07,10.01,2.03,0.48,6.1,2.46
200204,2.43,1.79,-0.99,-4.57,-2.75,-11.76,-13.26,-0.59,-1.65,-7.6,-1.24,-7.67
200205,1.14,-0.65,-1.13,-1.2,0.89,-3.73,3.2,-7.37,-1.47,-2.43,-0.29,-1.77
200206,-6.18,-8.14,-3.85,-0.11,-1.55,-12.19,-14.08,-6.12,-5.18,-9.73,-4.97,-6.4
200207,-6.68,-12.33,-10.14,-11.85,-5.29,-9.69,-12.16,-12.34,-11.45,-2.68,-7.18,-4.72
200208,2.14,0.28,-2.96,0.1,1.58,-0.99,0.14,2.8,1.8,0.47,2.11,-1.96
200209,-8.04,-11.02,-9.86,-8.17,-5.61,-16.71,-9.7,-11.15,-9.5,-5.95,-10.57,-11.33
200210,5,-3.26,3.9,3.13,3.07,19.46,21.64,-0.97,5.71,5.55,7.06,3.81
200211,-1.27,11.56,8.14,2.48,1.89,16.27,11.76,1.01,1.82,3.62,3.07,7.08
200212,-0.58,-7.33,-5.04,0.79,-1.52,-13,-9.6,3.53,-7.05,-4.21,-4.42,-6.58
200301,-4,-3.33,-4.54,-2.52,-3.58,-1.51,-4.4,-3.56,-4.79,-0.73,-1.8,-4.65
200302,-3.01,-5.34,-2.08,1.39,-3.34,1.1,-6.63,-4.53,-1.27,-2.08,-3.39,-1.32
200303,-3.03,-2.69,-1.25,1.44,6.01,-0.97,-0.75,4.03,4.55,3.72,0.02,3.36
200304,4.31,14.72,6.72,-0.52,5.3,9.23,11,7.09,8.95,4.29,10.97,12.87
200305,9.4,2.53,5.87,8.1,1.63,9.72,6.29,9.57,3.44,3.75,5.44,4.31
200306,1.24,2.75,1.66,-1.02,-2.06,0.33,1.81,0.46,3.35,4.08,0.48,1.36
200307,-1.75,6.43,5.89,-2.69,2.74,5.58,-2.33,-5.45,3.26,0.39,4.14,1.56
200308,0.18,7.54,5.5,5.68,0.62,6.07,1.14,1.42,6.7,-3,-0.66,3.74
200309,0.72,-4.24,-5.3,-2.24,-0.7,-0.94,-5.71,3.61,-4.59,0.23,0.41,-0.81
200310,5.87,6.81,10.55,1.57,5.16,8.17,6.38,1.24,8.96,0.8,6.73,4.72
200311,3.43,2.79,2.45,0.17,0.57,1.81,-0.68,0.48,0.45,1.63,0.82,1.62
200312,3.11,12.08,7.14,13.55,5.5,2.12,7.48,5.58,-2.22,5.51,3.94,4.39
200401,0.02,-1.32,-0.84,0.21,-0.56,4.47,1.05,1.64,0.43,3.07,3.21,1.62
200402,4.16,-0.35,1.32,4.07,2.76,-2.99,-0.52,1.66,6.04,0.72,2.78,-0.19
200403,-0.47,-1.28,-0.7,-0.03,0.23,-2.54,-2.12,0.89,0.19,-4.02,-0.86,-0.58
200404,1.36,2.13,-0.87,2.65,1.12,-4.93,-0.84,-3.81,-2.76,3.48,-4.62,-2.15
200405,-1.99,-2,1.59,0.12,1.08,4.81,-2.97,0.84,0.21,-0.61,1.45,1.82
200406,1.26,4.95,6.12,5.39,3.31,2.64,0.74,1.74,-0.01,-0.61,0.39,3.12
200407,-6.04,-4.79,-4,3.26,-4.49,-8.53,-1.37,0.82,-4.06,-5.96,-2.51,-2.57
200408,0.66,-2.5,-0.21,-1.78,4.11,-4.61,1.07,3.23,-1.32,1.44,2.98,-0.83
200409,-2.41,2.2,2.84,8.79,-0.35,3.41,1.33,1.13,2.58,-1.5,-0.06,3.09
200410,2.76,-3.14,-1.41,0.58,-1.89,5.14,3.1,3.99,3.03,-2.47,0.4,2.1
200411,4.41,6.98,7.52,6.2,5.82,4.2,3.59,4.46,3.54,0.47,4.48,4.82
200412,4.41,4.59,2,-2.36,3.36,3.07,4.1,2.22,3.38,5.57,4,4.69
200501,0.16,-7.13,-2.08,3.02,-1.35,-6.39,-4.56,1.6,-1.1,-4.15,-2.22,-2.38
200502,0.57,-0.53,3.83,19.02,4,-0.07,-0.34,1.93,0.78,2.22,-0.46,0.74
200503,-1.24,-8.08,-1.74,-3.48,-1.07,-2.57,-0.27,0.29,-0.07,-0.58,-3.54,-0.7
200504,-1.01,-11.23,-5.14,-5.61,-4.03,-4.47,-2.38,1.92,-5.32,3.91,-1.09,-3.07
200505,2.23,8.49,3.76,1.67,0.33,8.11,1.53,1.31,6.33,1.26,3.19,3.04
200506,-2.08,2,-0.8,5.72,-2.32,-1.72,0.01,5.25,2.36,-0.69,2.21,-0.71
200507,2.56,5.25,6.5,6.08,4.1,6.11,2.69,2.77,5.78,3.68,1.52,3.93
200508,-0.1,-3.15,-0.66,5.39,-3.54,-0.48,-1.28,0.86,-5.73,-0.56,-1.67,-2.19
200509,-0.3,-5.22,1.01,7.22,0.17,0.67,-1.54,4.16,-1.83,-1.92,1.07,1.22
200510,-1.99,-4.57,-3.42,-10.21,-0.83,-1.77,-3.68,-6.99,1.5,-3.34,2.37,-1.09
200511,0.95,1.89,6.29,0.71,2.53,6.45,2.59,-0.64,3.82,1.3,4.15,5.63
200512,-0.15,-0.98,1.47,0.45,1.06,-2,-1.82,0.97,-0.68,2.35,0.19,-0.38
200601,0.05,5.67,6.23,12.53,2.69,3.98,3.3,2.88,1.96,2.09,1.07,2.38
200602,1.16,-0.64,1.04,-8.49,0.16,-1.12,3.26,-0.18,1.36,0.83,1.4,-0.6
200603,0.88,2.6,4.31,3.96,-0.05,2.86,1.75,-3.95,2.3,-1.02,0.45,4.3
200604,1.12,0.2,4.67,4.67,2.35,-1.16,0.94,1.66,-1.64,-2.04,2.57,0.77
200605,1.58,0.46,-3.75,-3.82,-3.28,-7.02,-0.23,1.1,-2.02,-2.49,-3.8,-2.73
200606,-0.13,1.64,-0.73,2.69,-0.36,-1.45,2.82,2.14,0.22,-0.13,-0.53,-0.54
200607,3.44,-3.1,-4.59,5.06,-1.86,-3.83,2.01,4.7,-4.33,4.05,1.24,-5.31
200608,2.98,2.15,0.1,-3.6,5.69,7.33,2.25,1.83,2.11,2.03,1.18,2.11
200609,-1.07,4.18,1.87,-3.86,1.55,3.61,3.6,-2.33,5.63,1.52,3.49,2.19
200610,2.74,4.91,4.5,5.09,3.91,4.08,4.81,5.23,3.87,1.64,1.88,4.86
200611,1.19,1.58,4.36,8.3,1.12,2.97,0.59,2.63,-1.62,-0.17,0.58,2.77
200612,1.65,-1.14,-0.05,-1.96,1.35,-1,4.19,0.52,1.31,0.06,3.66,1.83
200701,1.47,2.8,3.23,-1.35,2.67,1.98,2.66,0.39,3.61,3.43,0.21,2.38
200702,-1.64,-0.67,0.82,-2.51,-0.01,-2.46,-2.79,3.7,-0.64,-3.1,-2.78,-2.1
200703,2.2,-1.17,1.85,5.84,0.74,0.83,2.25,4.12,0.59,-0.47,-0.48,-0.05
200704,3.33,6.18,5.36,5.14,2.07,4.89,1.4,3.83,2.24,6.71,3.5,2.64
200705,2.81,2.98,5.95,6.78,1.58,3.79,7.26,0.81,2.2,0.86,2.52,3.76
200706,-1.48,1.78,-0.69,0.84,-1.01,0.49,-1.93,-5.04,-2.04,-3.46,-3.74,-1.18
200707,-4.25,-5.86,-0.08,-1.18,-0.19,-1.04,-3.42,-3.81,-5.41,-4.07,-7.73,-1.06
200708,1.72,-1.93,-0.42,0.02,2.56,2.77,-0.89,1.42,1.36,1.99,1.31,0.36
200709,3.51,1.64,4.91,7.83,6.27,4.2,1.98,3.3,-0.66,3.46,1.69,3.82
200710,2.1,0.94,0.38,2.75,1.93,6.79,-2.51,6.74,1.12,1.46,-1.61,3.24
200711,0.65,-9.22,-4.28,-4.61,0.32,-7.68,-6.48,-1.12,-3.98,-0.23,-6.49,-5.66
200712,-1.37,-2.53,0.49,7.65,1.5,1.46,-0.38,0.69,-2.78,-4.06,-4.37,-2.56
200801,-5.25,-5.49,-7.53,-9.09,-7.53,-12.45,-8.17,-7.06,-0.55,-4.69,-1.35,-3.78
200802,-0.16,-6.18,-0.39,6.54,2.49,-3.73,-3.93,-3.41,-4.75,-1.23,-11.02,-2.89
200803,0.74,-4.3,-0.92,-2.98,1.14,0.67,-0.12,0.57,1.67,-1.84,-4.24,1.19
200804,-1.15,6.56,6.19,10.68,2.42,6.52,4.22,6.29,4.94,0.34,5.34,0.29
200805,3.22,1.1,3.98,3.92,1.37,5.57,4.66,3.17,1.04,1.28,-4.47,0.57
200806,-7.93,-19.72,-11,2.72,-6.01,-8.92,-10.93,-0.65,-8.19,-3.08,-17.82,-10.39
200807,2.17,-0.34,-2.18,-15.73,3.05,-0.6,-3.68,-7.26,1.06,6.62,6.94,0.03
200808,1.61,1.62,1.24,-0.31,1.18,2.26,3.9,-0.85,5.18,1.51,-0.21,1
200809,-3.46,-9.33,-15.88,-12.14,-9.37,-12.51,-12.69,-12.18,-5.84,-6.03,-4.63,-8.88
200810,-13.09,-33.32,-23.87,-16.76,-15.82,-18.17,-16.13,-11.28,-15.21,-11.13,-20.41,-19.5
200811,-5.68,-10.51,-8.41,-0.16,-7.51,-11.02,-1.66,0.69,-7.84,-7.71,-14.6,-9.65
200812,0.22,-0.01,3.47,-2.48,-2.36,1.98,3.24,-2.37,4.65,6.56,1.21,-0.56
200901,-5.2,-13.86,-9.46,-3.54,-9.17,-3.18,-10.95,-1,-7.68,-2.26,-21.45,-12.65
200902,-7.78,-12.63,-16.24,-12.97,-9.94,-5.29,-7.01,-13.16,-3.21,-10.33,-15.63,-13.78
200903,5.64,11.72,8.49,3.88,5.77,11.51,5.45,2.42,9.72,6.94,14.52,10.48
200904,4.87,45.29,20.77,4.48,11.03,12.37,8.88,1.88,9.44,-1.05,16.94,14.55
